Index,m/z,RT [min],Molecular Weight,Calibration RT [min]
4062,862.56073,21.22,863.56801,21.22
4063,863.56543,21.218,864.57271,21.218
4064,864.33588,4.126,865.34315,4.126
4065,864.56873,21.219,865.576,21.219
4066,865.15802,1.109,866.1653,1.109
4067,865.50226,19.195,866.50953,19.195
4068,866.35864,0.702,867.36592,0.702
4069,866.5921,19.662,867.59938,19.662
4070,867.51874,19.415,868.52601,19.415
4071,867.59515,19.696,868.60243,19.696
4072,868.35846,0.709,869.36574,0.709
4073,868.60699,20.467,869.61427,20.467
4074,869.36548,4.112,870.37276,4.112
4075,869.37164,14.622,1740.75784,14.622
4076,869.52563,21.963,870.53291,21.963
4077,869.55475,20.349,870.56203,20.349
4078,871.534,20.066,872.54127,20.066
4079,871.5697,21.058,872.57698,21.058
4080,872.07758,5.454,873.08485,5.454
4081,873.54987,20.669,874.55714,20.669
4082,874.39758,4.1,875.40486,4.1
4083,874.70746,22.88,875.71474,22.88
4084,875.28101,4.145,876.28828,4.145
4085,878.42426,4.064,879.43153,4.064
4086,878.53809,19.493,879.54536,19.493
4087,879.42694,4.05,880.43422,4.05
4088,879.58081,14.63,898.59865,14.63
4089,879.58234,14.635,880.58961,14.635
4090,880.31268,4.125,881.31996,4.125
4091,880.36224,14.632,881.36952,14.632
4092,881.29694,4.145,882.30421,4.145
4093,881.51837,19.782,882.52565,19.782
4094,882.5871,18.979,883.59437,18.979
4095,883.53156,20.471,884.53883,20.471
4096,883.53412,19.976,884.5414,19.976
4097,885.34326,4.108,886.35054,4.108
4098,885.54669,21.217,886.55397,21.217
4099,885.54987,20.558,886.55714,20.558
4100,886.32837,4.123,887.33565,4.123
4101,887.14178,1.107,888.14906,1.107
4102,887.56549,21.147,888.57277,21.147
4103,887.6861,21.903,888.69337,21.903
4104,888.68939,21.99,889.69667,21.99
4105,889.57239,20.904,890.57966,20.904
4106,890.37524,4.094,891.38252,4.094
4107,891.36066,4.11,892.36793,4.11
4108,891.50757,21.973,892.51484,21.973
4109,894.39777,4.097,895.40504,4.097
4110,894.50934,21.297,895.51662,21.297
4111,895.40582,4.052,896.4131,4.052
4112,896.39191,4.099,897.39918,4.099
4113,900.41876,4.044,901.42604,4.044
4114,901.42358,4.047,902.43086,4.047
4115,901.58124,21.481,902.58851,21.481
4116,903.46332,18.738,1808.94119,18.738
4117,904.46692,18.753,1810.94839,18.753
4118,904.55347,20.02,905.56074,20.02
4119,905.51611,19.974,906.52339,19.974
4120,907.5318,20.557,908.53908,20.557
4121,907.53436,19.92,908.54164,19.92
4122,908.52509,21.295,909.53236,21.295
4123,909.54791,20.902,910.55519,20.902
4124,909.54803,21.148,910.55531,21.148
4125,909.54987,20.488,910.55714,20.488
4126,911.56451,20.55,912.57179,20.55
4127,911.56531,20.725,912.57258,20.725
4128,911.56531,20.987,912.57258,20.987
4129,913.58179,21.289,914.58906,21.289
4130,915.59631,22.099,916.60359,22.099
4131,916.49078,21.302,917.49806,21.302
4132,918.56885,20.032,919.57612,20.032
4133,918.73114,0.648,919.73842,0.648
4134,919.5741,14.627,920.58137,14.627
4135,926.53546,20.024,927.54274,20.024
4136,929.58234,13.655,930.58961,13.655
4137,930.56873,20.617,931.576,20.617
4138,931.57233,20.641,932.5796,20.641
4139,940.55127,19.997,941.55855,19.997
4140,941.12677,13.63,471.06702,13.63
4141,941.55634,14.639,942.56361,14.639
4142,946.01123,20.044,1894.03701,20.044
4143,951.56415,13.662,952.57142,13.662
4144,952.55127,20.637,953.55855,20.637
4145,958.51801,20.093,1919.05056,20.093
4146,958.68457,22.925,959.69185,22.925
4147,959.01892,20.092,1920.0524,20.092
4148,960.02527,20.829,1922.06509,20.829
4149,973.54626,13.661,974.55354,13.661
4150,984.27362,0.714,985.2809,0.714
4151,991.5141,20.548,992.52138,20.548
4152,993.52924,21.147,994.53651,21.147
4153,993.65729,1.106,1989.32913,1.106
4154,1000.47339,21.292,1001.48067,21.292
4155,1010.51788,20.002,1011.52516,20.002
4156,1025.53857,14.632,1026.54585,14.632
4157,1042.23364,0.714,1043.24092,0.714
4158,1044.22937,0.712,1045.23665,0.712
4159,1047.52075,14.632,1048.52803,14.632
4160,1050.5481,20.605,1051.55537,20.605
4161,1057.52771,13.669,1058.53499,13.669
4162,1079.51013,13.66,1080.51741,13.66
4163,1110.53296,4.051,1111.54024,4.051
4164,1126.50696,4.053,1127.51423,4.053
4165,1128.4198,21.298,1129.42708,21.298
4166,1129.54419,10.506,1130.55147,10.506
4167,1151.52319,10.499,1152.53047,10.499
4168,1151.55945,10.508,1152.56672,10.508
4169,1151.70508,19.386,576.35618,19.386
4170,1151.7063,19.397,1152.71358,19.397
4171,1163.49268,13.667,1164.49995,13.667
4172,1169.5636,10.493,1170.57088,10.493
4173,1173.50549,10.515,1174.51277,10.515
4174,1213.52429,10.506,1214.53157,10.506
4175,1235.51074,10.51,1236.51802,10.51
