Index,m/z,RT [min],Molecular Weight,Calibration RT [min]
3398,621.30432,16.921,622.3116,16.921
3399,621.56122,0.725,622.56849,0.725
3400,622.56024,0.725,623.56752,0.725
3401,622.57544,0.73,623.58272,0.73
3402,623.23352,13.666,624.2408,13.666
3403,623.54291,0.713,624.55018,0.713
3404,623.55811,0.719,624.56538,0.719
3405,624.54187,0.713,625.54915,0.713
3406,624.80054,0.648,625.80781,0.648
3407,625.12994,0.82,626.13722,0.82
3408,625.13159,11.387,626.13887,11.387
3409,625.13245,11.744,626.13972,11.744
3410,625.53918,0.711,626.54646,0.711
3411,626.35614,4.056,627.36342,4.056
3412,626.40363,18.691,627.4109,18.691
3413,626.53741,0.711,627.54469,0.711
3414,626.79388,22.937,627.80116,22.937
3415,627.53461,0.712,628.54188,0.712
3416,628.0564,0.767,314.53184,0.767
3417,628.53271,0.712,629.53999,0.712
3418,628.54938,0.719,629.55665,0.719
3419,628.59344,0.74,629.60072,0.74
3420,629.00574,13.714,630.01301,13.714
3421,629.14697,19.92,630.15425,19.92
3422,629.22046,14.628,630.22774,14.628
3423,629.22052,14.641,1260.45559,14.641
3424,629.35089,6.91,630.35817,6.91
3425,629.53333,0.707,630.5406,0.707
3426,629.54736,0.723,630.55464,0.723
3427,630.40356,21.971,1262.82168,21.971
3428,630.40405,21.986,631.41133,21.986
3429,630.5304,0.709,631.53767,0.709
3430,630.56342,0.696,631.57069,0.696
3431,630.71106,0.758,631.71834,0.758
3432,630.77991,22.933,631.78718,22.933
3433,630.78027,22.928,1263.5751,22.928
3434,631.27319,12.208,632.28047,12.208
3435,631.41144,19.024,1264.83743,19.024
3436,631.53052,0.71,632.53779,0.71
3437,631.56012,0.699,632.5674,0.699
3438,632.52637,0.713,633.53364,0.713
3439,632.79254,22.926,633.79982,22.926
3440,632.91968,0.642,651.93752,0.642
3441,633.05042,11.731,634.05769,11.731
3442,633.2312,4.136,634.23848,4.136
3443,633.52557,0.712,634.53285,0.712
3444,633.6936,0.692,634.70088,0.692
3445,633.90851,0.795,317.45789,0.795
3446,634.57068,0.696,635.57796,0.696
3447,634.64417,0.744,635.65144,0.744
3448,635.10297,14.568,636.11024,14.568
3449,635.14227,0.812,636.14955,0.812
3450,635.1449,13.245,636.15217,13.245
3451,635.2395,14.632,636.24678,14.632
3452,636.521,0.713,637.52827,0.713
3453,636.55164,0.71,637.55891,0.71
3454,636.56873,0.698,637.576,0.698
3455,636.63916,0.743,637.64644,0.743
3456,637.11804,15.056,638.12532,15.056
3457,637.54822,0.716,638.55549,0.716
3458,638.25562,10.514,639.26289,10.514
3459,638.26251,4.116,639.26979,4.116
3460,638.40112,21.596,639.4084,21.596
3461,638.45239,21.955,639.45967,21.955
3462,638.53345,0.719,639.54072,0.719
3463,638.54681,0.716,639.55409,0.716
3464,638.72382,0.761,639.73109,0.761
3465,639.54852,0.7,640.5558,0.7
3466,640.54553,0.707,641.55281,0.707
3467,640.57965,0.695,641.58693,0.695
3468,640.79138,22.932,641.79866,22.932
3469,641.13141,0.553,642.13869,0.553
3470,641.19421,15.117,642.20149,15.117
3471,641.20557,10.551,642.21284,10.551
3472,641.51184,0.706,642.51912,0.706
3473,641.51312,0.715,660.53096,0.715
3474,641.90924,0.791,321.45826,0.791
3475,642.48669,21.952,643.49397,21.952
3476,642.51068,0.715,643.51796,0.715
3477,642.51129,0.712,661.52913,0.712
3478,642.54224,0.712,643.54951,0.712
3479,643.20563,14.625,644.2129,14.625
3480,643.29395,4.097,644.30122,4.097
3481,643.50891,0.718,644.51619,0.718
3482,644.53821,0.717,645.54548,0.717
3483,644.77728,22.927,1291.56912,22.927
3484,644.77808,22.938,645.78535,22.938
3485,645.01343,0.595,323.01035,0.595
3486,645.216,13.653,646.22328,13.653
3487,645.44897,22.195,646.45625,22.195
3488,645.49713,19.909,646.50441,19.909
3489,645.53491,0.713,646.54219,0.713
3490,646.18445,10.659,647.19172,10.659
3491,646.45355,22.61,647.46083,22.61
3492,646.50458,0.714,647.51185,0.714
3493,646.53418,0.717,647.54146,0.717
3494,646.59192,0.732,647.5992,0.732
3495,646.61432,21.744,647.6216,21.744
3496,646.61749,0.688,611.64809,0.688
3497,646.61755,0.688,647.62483,0.688
3498,646.78998,22.93,647.79725,22.93
3499,647.11145,0.813,648.11873,0.813
3500,647.31927,4.075,648.32655,4.075
3501,647.53204,0.714,648.53932,0.714
3502,648.32526,4.055,649.33253,4.055
3503,648.33868,4.048,649.34596,4.048
3504,648.50067,0.716,649.50795,0.716
3505,648.67871,0.755,649.68599,0.755
3506,648.97437,0.6,649.98164,0.6
3507,649.20911,4.138,650.21638,4.138
3508,649.52551,0.702,650.53279,0.702
3509,649.62933,0.721,650.63661,0.721
3510,650.03802,0.772,651.0453,0.772
3511,650.03821,0.765,325.52274,0.765
3512,650.49725,0.714,651.50453,0.714
3513,650.54059,0.723,651.54787,0.723
3514,650.54126,0.724,669.5591,0.724
3515,650.77704,22.939,651.78432,22.939
3516,651.23401,13.662,652.24129,13.662
3517,651.24408,10.507,652.25136,10.507
3518,651.52496,0.71,652.53224,0.71
3519,652.521,0.716,607.52279,0.716
3520,652.61322,0.743,653.6205,0.743
3521,652.78882,0.777,303.89531,0.777
3522,653.18127,13.244,654.18855,13.244
3523,653.52124,0.714,654.52852,0.714
3524,654.24054,4.112,655.24782,4.112
3525,654.5177,0.714,655.52498,0.714
3526,654.51892,0.713,609.52072,0.713
3527,654.60901,0.739,655.61629,0.739
3528,655.10541,18.657,656.11268,18.657
3529,655.20996,15.112,656.21724,15.112
3530,655.2262,4.143,656.23347,4.143
3531,655.51672,0.717,656.524,0.717
3532,657.17841,21.964,1316.37136,21.964
3533,657.22089,14.64,658.22816,14.64
3534,657.51282,0.707,658.52009,0.707
3535,658.26642,4.116,659.2737,4.116
3536,658.54291,0.726,659.55018,0.726
3537,658.55151,0.698,621.60291,0.698
3538,658.55182,0.699,659.5591,0.699
3539,659.27161,4.101,660.27888,4.101
3540,659.51074,0.718,660.51802,0.718
3541,660.05817,0.569,661.06544,0.569
3542,660.22144,14.63,1322.45742,14.63
3543,660.25726,4.118,661.26454,4.118
3544,660.90436,0.586,661.91163,0.586
3545,661.50787,0.711,662.51515,0.711
3546,662.10187,1.102,663.10914,1.102
3547,662.10187,2.142,663.10914,2.142
3548,662.505,0.715,663.51228,0.715
3549,662.53564,0.73,663.54292,0.73
3550,662.56616,0.727,663.57344,0.727
3551,662.60339,1.102,663.61067,1.102
3552,662.87268,18.975,1327.75991,18.975
3553,663.08588,0.819,664.09315,0.819
3554,663.17584,15.133,664.18312,15.133
3555,663.29706,4.102,664.30433,4.102
3556,663.50415,0.711,664.51143,0.711
3557,663.60785,0.72,664.61513,0.72
3558,664.11707,1.297,665.12434,1.297
3559,664.11743,2.531,665.12471,2.531
3560,664.3028,4.061,665.31007,4.061
3561,664.5025,0.714,665.50978,0.714
3562,664.77338,22.937,665.78065,22.937
3563,665.2608,10.507,666.26808,10.507
3564,665.28882,4.1,666.29609,4.1
3565,665.60248,0.687,666.60975,0.687
3566,665.77869,16.966,1333.57193,16.966
3567,666.05963,16.48,667.06691,16.48
3568,667.06293,16.398,668.0702,16.398
3569,667.5152,20.514,668.52247,20.514
3570,667.93311,0.799,334.47019,0.799
3571,668.52545,0.712,669.53273,0.712
3572,668.76178,16.847,669.76906,16.847
3573,668.7619,0.779,669.76918,0.779
3574,668.763,0.874,669.77028,0.874
3575,669.05389,15.762,670.06117,15.762
3576,669.09393,0.816,670.10121,0.816
3577,669.36975,6.917,670.37703,6.917
3578,669.52521,0.709,670.53248,0.709
3579,670.31976,4.056,671.32704,4.056
3580,670.4928,0.709,671.50007,0.709
3581,670.5224,0.718,671.52968,0.718
3582,670.5506,0.728,671.55787,0.728
3583,670.578,0.74,671.58528,0.74
3584,671.20135,4.136,672.20863,4.136
3585,671.21136,14.635,1344.43728,14.635
3586,671.21381,10.496,672.22108,10.496
3587,671.48914,0.713,672.49641,0.713
3588,671.94312,0.664,672.95039,0.664
3589,672.0202,0.775,673.02748,0.775
3590,672.48773,0.715,673.49501,0.715
3591,672.52032,0.713,673.5276,0.713
3592,672.57629,0.74,673.58357,0.74
3593,673.09875,0.804,674.10603,0.804
3594,673.21545,13.656,674.22273,13.656
3595,673.22626,10.542,674.23353,10.542
3596,673.48126,20.013,674.48854,20.013
3597,674.5127,19.277,675.51997,19.277
3598,674.51349,0.712,675.52077,0.712
3599,675.1637,13.25,676.17097,13.25
3600,675.51251,0.714,676.51979,0.714
3601,676.51923,20.694,677.5265,20.694
3602,676.88879,19.353,1355.79214,19.353
3603,677.50775,0.712,678.51503,0.712
3604,677.89648,19.527,1357.80752,19.527
3605,677.93079,0.642,678.93806,0.642
3606,678.53882,0.726,679.54609,0.726
3607,678.71637,0.765,679.72365,0.765
3608,678.91449,0.626,679.92177,0.626
3609,678.98462,0.584,679.9919,0.584
3610,679.10614,0.806,680.11342,0.806
3611,679.50482,0.711,680.5121,0.711
3612,679.52173,0.726,680.52901,0.726
3613,679.77673,22.93,680.78401,22.93
3614,680.26068,12.208,681.26796,12.208
3615,680.53552,0.728,681.5428,0.728
3616,681.21222,15.115,682.2195,15.115
3617,681.22388,10.524,682.23115,10.524
3618,682.35504,18.862,683.36232,18.862
3619,682.50079,0.708,683.50807,0.708
3620,682.87476,0.634,701.8926,0.634
3621,683.2666,3.298,684.27388,3.298
3622,683.49799,0.709,684.50526,0.709
3623,683.6535,0.559,1369.32156,0.559
3624,683.7619,22.935,1369.53836,22.935
3625,683.90637,0.795,342.45682,0.795
3626,683.90747,0.801,646.95887,0.801
3627,684.07062,2.134,685.07789,2.134
3628,684.07159,1.13,685.07887,1.13
3629,684.0838,1.101,703.10164,1.101
3630,684.08405,1.102,685.09132,1.102
3631,684.08405,2.137,685.09132,2.137
3632,684.4953,0.707,685.50258,0.707
3633,684.73761,0.772,685.74489,0.772
3634,684.83069,0.647,685.83797,0.647
3635,684.88641,19.25,685.89369,19.25
3636,685.20044,7.236,686.20772,7.236
3637,685.20044,7.591,686.20772,7.591
3638,685.20056,8.218,686.20784,8.218
3639,685.4939,0.708,686.50117,0.708
3640,685.61755,18.979,686.62483,18.979
3641,685.77533,22.94,686.78261,22.94
3642,686.04041,0.602,343.52384,0.602
3643,686.08643,2.535,687.0937,2.535
3644,686.09943,2.532,687.1067,2.532
3645,686.09979,1.252,687.10707,1.252
3646,686.29425,4.05,687.30153,4.05
3647,686.49255,0.715,687.49983,0.715
3648,686.55286,0.735,687.56013,0.735
3649,686.72839,0.771,641.73019,0.771
3650,687.13257,11.393,688.13984,11.393
3651,687.20776,13.672,1376.43008,13.672
3652,687.24359,10.528,688.25087,10.528
3653,687.49213,0.712,688.4994,0.712
3654,688.29761,3.278,689.30488,3.278
3655,688.48853,0.711,689.4958,0.711
3656,688.49243,21.676,689.49971,21.676
3657,689.47583,20.292,690.48311,20.292
3658,689.49536,21.683,690.50264,21.683
3659,690.48627,0.713,691.49354,0.713
3660,690.90479,19.88,1383.82412,19.88
3661,691.22144,14.639,692.22871,14.639
3662,691.27667,10.908,692.28395,10.908
3663,691.35168,6.919,692.35896,6.919
3664,691.48462,0.709,692.4919,0.709
3665,691.48828,0.718,710.50612,0.718
3666,692.4834,0.717,693.49068,0.717
3667,693.32953,3.26,694.33681,3.26
3668,693.47986,0.709,694.48714,0.709
3669,695.07996,0.808,696.08723,0.808
3670,695.20728,10.543,696.21455,10.543
3671,695.46295,20.003,696.47023,20.003
3672,695.47882,0.715,318.23248,0.715
3673,696.50836,0.723,697.51564,0.723
3674,696.68182,0.762,697.6891,0.762
3675,696.68201,0.762,651.6838,0.762
3676,697.14618,13.245,698.15346,13.245
3677,697.51233,13.25,698.51961,13.25
3678,698.19757,13.643,1398.40969,13.643
3679,698.36047,3.247,699.36775,3.247
3680,698.55725,21.617,699.56453,21.617
3681,699.49677,20.638,700.50404,20.638
3682,699.88123,0.798,662.93262,0.798
3683,700.46967,0.718,701.47694,0.718
3684,700.50018,20.047,701.50746,20.047
3685,700.52875,19.783,701.53602,19.783
3686,700.53351,0.695,701.54078,0.695
3687,700.53363,0.698,350.77045,0.698
3688,700.57349,22.15,701.58076,22.15
3689,701.56042,21.97,702.5677,21.97
3690,702.07904,1.102,703.08632,1.102
3691,702.08075,2.145,703.08803,2.145
3692,702.4671,0.708,703.47438,0.708
3693,702.50812,22.387,703.51539,22.387
3694,703.1955,15.114,704.20277,15.114
3695,703.20612,10.548,704.21339,10.548
3696,703.75873,22.928,704.766,22.928
3697,703.75903,22.939,1409.53262,22.939
3698,704.21021,10.477,705.21748,10.477
3699,704.33673,18.863,705.34401,18.863
3700,704.46149,0.709,705.46876,0.709
3701,704.49066,0.703,705.49794,0.703
3702,704.55206,0.731,705.55934,0.731
3703,705.23718,14.628,706.24446,14.628
3704,706.46014,0.716,707.46742,0.716
3705,707.21643,13.686,708.22371,13.686
3706,707.49786,19.902,708.50514,19.902
3707,708.45703,0.715,331.72941,0.715
3708,709.1142,11.744,710.12147,11.744
3709,709.11481,11.391,710.12208,11.391
3710,710.01385,0.564,711.02113,0.564
3711,710.74707,18.598,711.75435,18.598
3712,711.66254,21.299,1425.33963,21.299
3713,712.48016,0.708,713.48744,0.708
3714,713.20313,14.632,1428.4208,14.632
3715,713.20319,14.631,714.21046,14.631
3716,713.33325,6.916,714.34053,6.916
3717,713.47461,0.715,714.48189,0.715
3718,714.4762,0.715,715.48347,0.715
3719,714.50787,22.012,715.51515,22.012
3720,715.33057,9.975,716.33784,9.975
3721,715.57294,22.183,716.58021,22.183
3722,716.5083,0.7,335.75505,0.7
3723,716.50867,0.699,657.49481,0.699
3724,716.50867,0.7,717.51594,0.7
3725,716.52374,18.624,717.53102,18.624
3726,717.19086,10.479,718.19813,10.479
3727,717.75665,22.924,718.76393,22.924
3728,717.92877,20.766,718.93605,20.766
3729,718.05914,2.131,719.06642,2.131
3730,718.05939,1.103,719.06666,1.103
3731,718.7608,22.938,719.76808,22.938
3732,718.93573,21.739,719.94301,21.739
3733,719.12793,13.262,720.13521,13.262
3734,719.48663,19.752,720.49391,19.752
3735,719.48773,19.273,720.49501,19.273
3736,720.49731,21.953,721.50459,21.953
3737,720.52502,0.731,721.5323,0.731
3738,721.10101,15.058,722.10829,15.058
3739,721.2312,13.675,722.23848,13.675
3740,721.50085,21.945,722.50813,21.945
3741,721.50244,20.259,722.50972,20.259
3742,721.51361,19.905,722.52089,19.905
3743,722.51312,22.85,723.5204,22.85
3744,722.52075,0.721,723.52803,0.721
3745,723.06982,0.806,724.0771,0.806
3746,723.45923,0.706,724.46651,0.706
3747,724.07678,1.098,725.08406,1.098
3748,724.19464,14.639,1450.40384,14.639
3749,724.51678,0.688,725.52406,0.688
3750,724.52875,19.573,725.53602,19.573
3751,725.17706,15.117,726.18434,15.117
3752,725.18781,10.476,726.19508,10.476
3753,725.18781,10.554,726.19508,10.554
3754,725.5119,20.636,726.51918,20.636
3755,725.89307,0.789,363.45017,0.789
3756,725.94452,22.479,1453.90359,22.479
3757,726.31866,18.862,727.32594,18.862
3758,726.48346,0.699,727.49074,0.699
3759,726.54449,20.305,727.55177,20.305
3760,726.72125,0.771,727.72853,0.771
3761,727.21814,14.633,728.22542,14.633
3762,728.48431,0.697,729.49159,0.697
3763,728.52411,22.776,729.53139,22.776
3764,728.54041,0.736,729.54768,0.736
3765,728.56012,22.695,729.5674,22.695
3766,728.7146,0.768,683.7164,0.768
3767,728.94049,0.576,729.94777,0.576
3768,729.19788,13.677,730.20515,13.677
3769,729.4798,19.895,730.48707,19.895
3770,730.53864,19.462,731.54591,19.462
3771,730.53925,19.806,731.54652,19.806
3772,730.93622,21.038,1463.88699,21.038
3773,730.93628,21.053,731.94356,21.053
3774,731.43817,21.042,1464.8909,21.042
3775,731.9436,21.871,1465.90176,21.871
3776,732.95081,22.395,1467.91616,22.395
3777,732.95129,18.83,1467.91714,18.83
3778,734.47046,0.721,735.47774,0.721
3779,734.49695,20.198,735.50422,20.198
3780,735.185,14.622,736.19227,14.622
3781,735.52875,20.757,736.53602,20.757
3782,736.46729,0.708,737.47456,0.708
3783,736.49188,21.117,737.49916,21.117
3784,736.52863,19.305,737.5359,19.305
3785,736.52905,18.964,737.53633,18.964
3786,736.74377,22.928,737.75105,22.928
3787,737.06439,0.801,738.07167,0.801
3788,737.46399,0.707,738.47127,0.707
3789,738.46222,0.71,739.4695,0.71
3790,738.4931,20.908,739.50038,20.908
3791,738.49463,0.728,739.50191,0.728
3792,738.50787,22.075,739.51515,22.075
3793,739.94122,21.546,1481.897,21.546
3794,740.18848,13.674,1482.39151,13.674
3795,740.45892,0.709,741.4662,0.709
3796,740.48938,0.728,741.49666,0.728
3797,740.94446,21.534,1483.90347,21.534
3798,741.06024,0.806,742.06752,0.806
3799,741.10925,13.276,742.11653,13.276
3800,741.20422,14.625,742.2115,14.625
3801,741.45752,0.708,742.4648,0.708
3802,742.26691,0.813,743.27418,0.813
3803,742.45514,0.711,743.46242,0.711
3804,742.53925,19.203,743.54652,19.203
3805,743.08258,15.062,744.08986,15.062
3806,743.09698,1.105,744.10426,1.105
3807,743.45343,0.716,744.46071,0.716
3808,744.45074,0.712,745.45802,0.712
3809,744.54565,19.196,745.55293,19.196
3810,744.55499,21.114,745.56227,21.114
3811,744.68744,0.769,745.69472,0.769
3812,745.44855,0.708,708.49994,0.708
3813,745.50189,19.892,746.50917,19.892
3814,745.50305,19.393,746.51033,19.393
3815,746.513,22.675,747.52028,22.675
3816,747.159,15.124,748.16627,15.124
3817,747.16937,10.473,748.17665,10.473
3818,747.16968,10.543,748.17695,10.543
3819,747.16998,10.472,766.18782,10.472
3820,747.44604,0.706,748.45332,0.706
3821,747.51794,20.412,748.52522,20.412
3822,747.51819,19.748,748.52547,19.748
3823,747.96094,0.552,748.96821,0.552
3824,748.52881,19.215,749.53609,19.215
3825,748.52887,18.619,749.53615,18.619
3826,749.53223,18.638,750.5395,18.638
3827,749.54474,20.753,750.55202,20.753
3828,750.44135,0.712,751.44862,0.712
3829,750.54462,20.514,751.55189,20.514
3830,750.74255,22.927,1503.49966,22.927
3831,751.18018,13.685,1504.3749,13.685
3832,751.44019,0.71,752.44746,0.71
3833,751.56097,21.191,752.56825,21.191
3834,752.18311,13.669,753.19038,13.669
3835,752.43689,0.717,753.44417,0.717
3836,752.50842,20.908,753.5157,20.908
3837,752.56,21.666,753.56727,21.666
3838,752.56061,22.36,753.56788,22.36
3839,752.63898,1.109,1507.29251,1.109
3840,752.75537,22.928,753.76265,22.928
3841,753.07684,0.818,754.08412,0.818
3842,753.19586,14.64,754.20314,14.64
3843,753.57513,15.112,754.58241,15.112
3844,754.46472,0.709,709.46652,0.709
3845,754.46472,0.724,755.472,0.724
3846,756.46393,0.707,757.4712,0.707
3847,756.74072,22.929,757.748,22.929
3848,757.46136,0.702,758.46864,0.702
3849,757.91461,19.357,758.92189,19.357
3850,758.59729,21.751,759.60457,21.751
3851,760.07867,1.107,761.08595,1.107
3852,760.49127,0.696,761.49855,0.696
3853,760.51312,20.363,761.5204,20.363
3854,760.52863,19.11,761.5359,19.11
3855,760.61578,20.4,761.62306,20.4
3856,761.02673,0.819,381.01701,0.819
3857,761.54547,21.041,762.55275,21.041
3858,761.61871,22.86,762.62599,22.86
3859,762.45251,0.716,763.45979,0.716
3860,762.50775,21.928,763.51503,21.928
3861,762.50854,21.626,763.51582,21.626
3862,762.52881,21.067,763.53609,21.067
3863,763.08923,0.81,764.09651,0.81
3864,763.56036,21.307,764.56764,21.307
3865,763.56036,21.949,764.56764,21.949
3866,764.2489,0.814,765.25618,0.814
3867,764.5235,22.44,765.53078,22.44
3868,764.64355,21.307,765.65083,21.307
3869,765.09167,1.109,766.09895,1.109
3870,765.57666,22.604,766.58394,22.604
3871,766.10809,1.13,767.11537,1.13
3872,766.52386,21.5,767.53114,21.5
3873,766.52435,22.199,767.53163,22.199
3874,766.53925,19.399,767.54652,19.399
3875,766.88763,0.562,767.89491,0.562
3876,768.55469,20.269,769.56196,20.269
3877,768.55493,20.925,769.56221,20.925
3878,769.14117,15.124,770.14845,15.124
3879,769.55835,20.926,770.56563,20.926
3880,769.92004,0.662,770.92732,0.662
3881,770.43823,0.713,771.44551,0.713
3882,770.57043,21.656,771.57771,21.656
3883,770.73901,22.926,771.74629,22.926
3884,772.43408,0.711,773.44136,0.711
3885,772.52209,19.572,773.52937,19.572
3886,773.43329,0.704,774.44057,0.704
3887,773.53351,19.906,774.54078,19.906
3888,773.53357,20.621,774.54085,20.621
3889,773.61664,18.618,774.62391,18.618
3890,774.46405,0.714,775.47133,0.714
3891,774.52875,20.802,775.53602,20.802
3892,774.54456,20.267,775.55183,20.267
3893,774.56659,22.097,775.57387,22.097
3894,775.01807,15.787,776.02534,15.787
3895,775.07263,11.799,776.07991,11.799
3896,775.54755,20.271,776.55482,20.271
3897,775.54895,21.392,776.55623,21.392
3898,775.56079,21.088,776.56807,21.088
3899,776.55988,21.861,777.56715,21.861
3900,776.56061,21.086,777.56788,21.086
3901,777.57623,21.957,778.58351,21.957
3902,778.48169,0.732,779.48897,0.732
3903,778.89636,0.569,779.90364,0.569
3904,779.59229,22.613,780.59956,22.613
3905,780.41925,0.715,781.42653,0.715
3906,780.47998,0.722,781.48726,0.722
3907,780.53967,22.208,781.54695,22.208
3908,781.41888,0.713,782.42616,0.713
3909,781.49469,13.248,782.50197,13.248
3910,782.06104,1.103,783.06831,1.103
3911,782.47437,0.726,783.48164,0.726
3912,782.4953,20.366,783.50258,20.366
3913,784.1499,5.45,785.15718,5.45
3914,784.5119,0.694,785.51918,0.694
3915,784.51385,20.1,785.52113,20.1
3916,785.47369,0.698,786.48097,0.698
3917,785.54346,21.972,786.55073,21.972
3918,785.74353,17.125,786.75081,17.125
3919,786.4425,0.699,787.44978,0.699
3920,786.46936,0.698,787.47664,0.698
3921,786.52869,20.545,787.53596,20.545
3922,787.47052,0.703,788.4778,0.703
3923,788.09222,2.488,789.0995,2.488
3924,788.4361,0.71,371.71895,0.71
3925,788.52417,22.284,789.53145,22.284
3926,788.54462,21.299,789.55189,21.299
3927,790.43048,0.704,365.70831,0.704
3928,790.43054,0.706,791.43782,0.706
3929,790.53802,22.783,791.5453,22.783
3930,790.53967,19.185,791.54695,19.185
3931,791.48022,19.898,792.4875,19.898
3932,791.48785,19.103,792.49513,19.103
3933,792.42542,0.709,793.43269,0.709
3934,792.55542,19.858,793.5627,19.858
3935,792.57593,20.671,793.5832,20.671
3936,793.50226,19.376,794.50953,19.376
3937,794.5567,22.747,795.56398,22.747
3938,794.5918,21.176,795.59907,21.176
3939,796.45276,0.728,797.46004,0.728
3940,798.41656,0.709,799.42384,0.709
3941,798.44904,0.728,799.45631,0.728
3942,800.44592,0.707,801.4532,0.707
3943,800.44592,0.728,801.4532,0.728
3944,801.41382,0.712,802.42109,0.712
3945,801.44769,0.705,802.45497,0.705
3946,802.41083,0.712,803.4181,0.712
3947,802.74335,17.067,803.75062,17.067
3948,803.04669,0.588,804.05397,0.588
3949,803.40887,0.708,804.41615,0.708
3950,803.44464,0.706,804.45192,0.706
3951,803.47772,13.252,804.485,13.252
3952,804.40887,0.712,805.41615,0.712
3953,804.53961,19.18,805.54689,19.18
3954,804.53967,21.617,805.54695,21.617
3955,805.44086,0.703,806.44813,0.703
3956,805.60736,19.164,806.61464,19.164
3957,806.13202,5.45,807.1393,5.45
3958,806.40247,0.711,807.40974,0.711
3959,806.49609,22.866,807.50337,22.866
3960,806.55524,22.596,807.56251,22.596
3961,806.90784,21.87,807.91511,21.87
3962,807.03363,15.149,808.04091,15.149
3963,807.50323,19.66,808.51051,19.66
3964,808.11847,3.419,809.12575,3.419
3965,808.2135,0.809,809.22078,0.809
3966,808.39966,0.71,809.40693,0.71
3967,808.57098,19.473,809.57826,19.473
3968,808.66736,20.746,809.67464,20.746
3969,809.17065,10.565,810.17793,10.565
3970,809.39923,0.711,810.40651,0.711
3971,810.3009,18.855,811.30818,18.855
3972,810.52667,21.307,811.53395,21.307
3973,810.52924,20.635,811.53651,20.635
3974,810.68304,21.163,811.69032,21.163
3975,812.39374,0.713,813.40101,0.713
3976,812.42529,0.731,813.43257,0.731
3977,812.54498,20.994,813.55226,20.994
3978,812.97009,21.868,1627.95474,21.868
3979,813.4624,19.905,814.46968,19.905
3980,813.60999,14.633,814.61726,14.633
3981,814.39075,0.711,815.39802,0.711
3982,814.42133,0.723,815.4286,0.723
3983,816.38928,14.624,817.39656,14.624
3984,816.41846,0.726,817.42573,0.726
3985,816.45178,0.699,408.72953,0.699
3986,816.45337,0.697,817.46065,0.697
3987,817.50269,19.246,818.50996,19.246
3988,818.38416,0.714,819.39143,0.714
3989,818.4502,0.703,409.72874,0.703
3990,818.59131,21.354,819.59859,21.354
3991,819.16724,14.653,1640.34903,14.653
3992,819.16797,14.625,820.17525,14.625
3993,819.51794,19.504,820.52522,19.504
3994,819.5838,22.882,820.59108,22.882
3995,819.58563,19.927,820.59291,19.927
3996,820.38177,0.714,821.38905,0.714
3997,820.41144,0.711,821.41871,0.711
3998,820.57111,20.014,821.57838,20.014
3999,820.57184,18.924,821.57912,18.924
4000,820.60754,21.805,821.61482,21.805
4001,822.37708,0.714,823.38435,0.714
4002,822.61249,13.657,823.61976,13.657
4003,824.6214,13.657,825.62868,13.657
4004,826.52209,19.194,827.52937,19.194
4005,827.37848,14.63,828.38576,14.63
4006,828.11414,5.455,829.12141,5.455
4007,828.36749,0.714,829.37477,0.714
4008,828.53644,21.104,829.54371,21.104
4009,829.03448,0.805,830.04176,0.805
4010,830.10144,3.419,831.10872,3.419
4011,830.36542,0.716,831.37269,0.716
4012,830.39038,0.705,831.39766,0.705
4013,830.49597,22.664,831.50325,22.664
4014,831.15222,10.473,832.1595,10.473
4015,831.38922,0.716,832.3965,0.716
4016,832.42523,0.707,833.43251,0.707
4017,832.57117,22.915,833.57844,22.915
4018,833.12122,1.101,834.12849,1.101
4019,833.51855,19.792,834.52583,19.792
4020,834.42468,0.706,417.71598,0.706
4021,834.52887,20.55,835.53615,20.55
4022,834.58698,20.018,835.59425,20.018
4023,835.534,20.288,836.54127,20.288
4024,836.14941,5.126,418.57835,5.126
4025,836.15021,5.126,837.15748,5.126
4026,836.54407,20.821,837.55134,20.821
4027,837.5575,15.113,838.56477,15.113
4028,838.41663,0.71,839.4239,0.71
4029,840.34723,0.713,841.35451,0.713
4030,840.37469,0.706,841.38197,0.706
4031,841.14862,14.635,842.1559,14.635
4032,842.55365,20.025,843.56093,20.025
4033,842.59222,19.906,843.5995,19.906
4034,843.17572,1.109,844.183,1.109
4035,845.00824,0.802,846.01552,0.802
4036,845.6001,13.661,846.60737,13.661
4037,846.58649,19.428,847.59376,19.428
4038,846.58649,20.608,847.59376,20.608
4039,846.62274,22.645,847.63002,22.645
4040,847.16675,14.647,848.17402,14.647
4041,847.53418,20.106,848.54146,20.106
4042,847.54364,21.951,848.55092,21.951
4043,849.55023,20.708,850.55751,20.708
4044,850.0957,5.451,851.10298,5.451
4045,850.3985,0.719,851.40578,0.719
4046,850.50623,22.21,851.5135,22.21
4047,850.52179,19.399,851.52907,19.399
4048,852.1076,1.109,426.55744,1.109
4049,852.72034,22.932,853.72761,22.932
4050,854.40381,4.091,855.41109,4.091
4051,856.51123,20.546,857.51851,20.546
4052,857.0354,0.821,858.04268,0.821
4053,857.51581,20.283,858.52308,20.283
4054,857.51837,19.829,858.52565,19.829
4055,859.30347,4.144,860.31074,4.144
4056,859.43494,4.058,860.44221,4.058
4057,859.53442,20.248,860.5417,20.248
4058,860.60242,20.624,861.60969,20.624
4059,860.6098,21.174,861.61708,21.174
4060,861.54962,20.473,862.5569,20.473
4061,861.67041,21.382,862.67769,21.382
