Index,m/z,RT [min],Molecular Weight,Calibration RT [min]
697,176.95198,29.062,175.9447,29.062
698,177.02466,0.733,176.01738,0.733
699,177.11328,26,176.106,26
700,177.11328,27.164,176.106,27.164
701,177.64111,2.576,353.26767,2.576
702,177.99603,0.693,135.96221,0.693
703,178.0087,0.797,155.01948,0.797
704,178.10715,28.994,177.09987,28.994
705,178.12248,28.993,177.11521,28.993
706,178.13376,2.643,177.12648,2.643
707,178.1338,2.636,354.25306,2.636
708,178.13867,6.503,177.1314,6.503
709,178.15689,2.196,177.14961,2.196
710,179.04828,0.987,161.01445,0.987
711,179.09253,25.52,178.08525,25.52
712,179.09254,24.164,196.09583,24.164
713,179.09261,25.518,196.09589,25.518
714,179.09261,25.63,137.05878,25.63
715,179.09261,28.808,137.05878,28.808
716,179.12891,25.632,178.12163,25.632
717,179.98534,29.009,178.97806,29.009
718,180.00323,0.793,157.01401,0.793
719,180.00323,0.793,178.99596,0.793
720,180.02179,28.989,179.01451,28.989
721,180.06541,3.51,179.05814,3.51
722,180.10179,3.388,179.09451,3.388
723,180.10182,3.952,179.09455,3.952
724,180.15932,2.808,179.15204,2.808
725,180.98961,29.142,179.98233,29.142
726,180.98972,29.003,138.95589,29.003
727,180.98973,29.002,179.98245,29.002
728,181.01428,28.993,180.00701,28.993
729,181.07329,0.998,180.06601,0.998
730,181.12209,13.027,180.11481,13.027
731,181.98811,28.985,139.95429,28.985
732,182.02202,28.984,181.01474,28.984
733,182.03284,0.636,181.02556,0.636
734,182.03523,1.013,181.02796,1.013
735,182.08101,1.008,181.07373,1.008
736,182.08102,1.008,164.0472,1.008
737,182.98505,29.408,181.97777,29.408
738,182.98506,29.13,181.97779,29.13
739,182.98506,29.263,181.97779,29.263
740,182.98509,29.001,140.95127,29.001
741,182.98509,29.13,140.95127,29.13
742,182.98512,29.004,181.97785,29.004
743,183.11035,0.727,182.10307,0.727
744,183.1104,0.705,182.10312,0.705
745,183.1104,0.726,160.12118,0.726
746,183.14905,1.751,182.14177,1.751
747,183.14909,6.472,182.14182,6.472
748,183.9856,28.997,182.97832,28.997
749,184.05794,1.044,161.06872,1.044
750,184.05797,1.335,183.05069,1.335
751,184.058,1.338,161.06878,1.338
752,184.0731,21.15,183.06583,21.15
753,184.07323,19.042,183.06595,19.042
754,184.0733,0.817,145.11014,0.817
755,184.0936,1.342,183.08632,1.342
756,184.09438,0.787,166.06055,0.787
757,184.09669,1.928,183.08942,1.928
758,184.13307,5.843,183.1258,5.843
759,184.13312,5.85,201.13641,5.85
760,184.93282,29.068,183.92554,29.068
761,185.04187,1.164,184.03459,1.164
762,185.0421,0.791,184.03482,0.791
763,185.12827,1.046,184.12099,1.046
764,185.12831,3.691,184.12103,3.691
765,185.12831,4.058,184.12103,4.058
766,185.13306,1.709,184.12578,1.709
767,185.13324,2.825,184.12596,2.825
768,185.13327,3.345,184.12599,3.345
769,185.15358,8.954,184.1463,8.954
770,185.1647,1.006,184.15743,1.006
771,185.1647,1.007,152.13121,1.007
772,185.95969,0.796,162.97046,0.796
773,185.98331,28.989,184.97603,28.989
774,185.98872,28.987,184.98145,28.987
775,186.13612,4.683,185.12885,4.683
776,186.22136,7.675,185.21408,7.675
777,187.12621,8.404,186.11893,8.404
778,187.12621,8.689,186.11893,8.689
779,187.14392,0.908,186.13664,0.908
780,187.14392,1.002,186.13664,1.002
781,187.144,2.219,186.13672,2.219
782,187.14401,1.464,186.13674,1.464
783,187.98103,29.005,186.97376,29.005
784,187.98412,28.989,186.97684,28.989
785,188.06795,1.601,187.06067,1.601
786,188.07045,5.186,187.06317,5.186
787,188.11539,1.012,187.10811,1.012
788,188.17567,0.757,187.1684,0.757
789,188.20071,8.714,187.19344,8.714
790,188.97829,28.985,146.94446,28.985
791,188.97833,28.987,187.97106,28.987
792,188.98514,29.028,187.97786,29.028
793,188.98561,0.658,187.97833,0.658
794,189.11192,17.375,188.10465,17.375
795,189.11201,17.369,206.1153,17.369
796,189.1232,2.197,188.11592,2.197
797,189.12323,1.328,188.11595,1.328
798,189.12325,1.95,188.11597,1.95
799,189.15968,0.727,188.15241,0.727
800,189.16351,21.514,188.15624,21.514
801,189.16747,2.555,188.16019,2.555
802,189.48901,29.011,188.48174,29.011
803,189.67047,6.015,188.66319,6.015
804,189.95882,29.071,147.92499,29.071
805,189.95882,29.072,188.95154,29.072
806,189.97955,29.017,188.97228,29.017
807,189.98749,1.037,166.99827,1.037
808,190.00073,17.424,188.99346,17.424
809,190.04964,20.759,189.04236,20.759
810,190.0497,15.189,189.04242,15.189
811,190.08284,2.399,189.07556,2.399
812,190.10727,3.764,189.09999,3.764
813,190.14354,1.75,189.13626,1.75
814,190.14362,1.029,189.13634,1.029
815,190.15685,2.866,189.14957,2.866
816,190.91182,0.707,189.90454,0.707
817,190.97772,28.989,189.97045,28.989
818,190.97911,0.631,148.94528,0.631
819,190.9792,29.01,189.97193,29.01
820,190.98247,29.026,189.97519,29.026
821,191.07661,0.717,190.06934,0.717
822,191.08932,2.382,190.08205,2.382
823,191.97734,0.784,190.97006,0.784
824,192.02422,0.8,191.01694,0.8
825,192.04623,2.369,191.03896,2.369
826,192.0616,0.638,191.05432,0.638
827,192.09419,0.641,382.17383,0.641
828,192.09428,0.655,191.08701,0.655
829,192.09546,2.381,208.11473,2.381
830,192.0955,2.381,191.08823,2.381
831,192.10167,5.48,191.09439,5.48
832,192.12415,28.708,191.11687,28.708
833,192.138,1.543,191.13072,1.543
834,192.13808,9.598,191.1308,9.598
835,192.59619,0.648,383.17783,0.648
836,192.96127,0.888,191.954,0.888
837,192.9613,1.044,191.95403,1.044
838,192.98721,0.807,191.97994,0.807
839,193.09912,2.383,192.09184,2.383
840,193.09949,1.562,192.09221,1.562
841,193.18867,13.036,192.1814,13.036
842,194.02133,28.988,193.01406,28.988
843,194.02133,29.015,160.98784,29.015
844,194.02205,0.875,193.01477,0.875
845,194.08102,4.169,193.07375,4.169
846,194.08429,1.024,161.0508,1.024
847,194.10783,2.355,193.10056,2.355
848,194.1174,28.98,193.11012,28.98
849,194.11745,28.948,193.11017,28.948
850,194.1749,3.896,193.16762,3.896
851,194.1749,4.421,193.16762,4.421
852,194.92807,0.728,193.92079,0.728
853,195.0432,0.797,194.03592,0.797
854,195.10852,2.38,194.10124,2.38
855,195.12259,1.949,194.11531,1.949
856,195.13091,3.055,194.12363,3.055
857,195.13779,13.03,194.13051,13.03
858,195.14905,2.974,388.28354,2.974
859,196.01669,29.013,162.9832,29.013
860,196.09665,1.795,195.08937,1.795
861,196.16948,2.906,195.1622,2.906
862,196.86496,1.071,195.85768,1.071
863,196.86505,0.772,195.85777,0.772
864,197.00066,29.026,195.99338,29.026
865,197.04048,0.648,196.0332,0.648
866,197.05948,10.29,196.0522,10.29
867,197.10088,0.729,196.0936,0.729
868,197.12834,2.778,196.12107,2.778
869,197.99229,29.144,196.98502,29.144
870,198.03709,0.839,197.02982,0.839
871,198.03709,0.844,175.04787,0.844
872,198.03709,1.003,197.02982,1.003
873,198.06096,0.645,197.05368,0.645
874,198.12752,5.29,197.12024,5.29
875,198.14864,7.012,197.14136,7.012
876,198.14867,1.851,197.14139,1.851
877,198.14871,1.441,197.14144,1.441
878,198.17252,1.054,197.16524,1.054
879,198.18503,18.313,197.17775,18.313
880,198.18503,18.55,197.17775,18.55
881,198.18507,9.149,197.1778,9.149
882,198.18512,3.162,197.17784,3.162
883,198.86203,1.076,197.85475,1.076
884,199.00383,28.997,197.99655,28.997
885,199.02919,29.03,198.02191,29.03
886,199.08427,0.725,198.077,0.725
887,199.11226,4.112,198.10498,4.112
888,199.11237,4.669,198.10509,4.669
889,199.12593,28.995,198.11865,28.995
890,199.18025,9.216,198.17298,9.216
891,199.18044,1.079,198.17316,1.079
892,199.97513,29.091,198.96785,29.091
893,199.97517,29.025,157.94135,29.025
894,199.9752,29.023,198.96793,29.023
895,199.98767,29.143,198.98039,29.143
896,199.99057,0.733,216.99386,0.733
897,200.0405,0.72,199.03322,0.72
898,200.07578,0.648,158.04195,0.648
899,200.08295,15.182,199.07567,15.182
900,200.16429,7.736,199.15701,7.736
901,200.20062,13.298,199.19335,13.298
902,200.52072,7.478,199.51344,7.478
903,200.76581,0.608,199.75853,0.608
904,200.99545,28.998,199.98818,28.998
905,201.01573,0.821,162.05257,0.821
906,201.11183,5.266,200.10456,5.266
907,201.12309,1.012,200.11582,1.012
908,201.12318,3.339,200.11591,3.339
909,201.12796,1.502,200.12068,1.502
910,201.15955,1.867,200.15227,1.867
911,201.97371,0.658,200.96643,0.658
912,201.97554,29.024,200.96826,29.024
913,201.97554,29.101,200.96826,29.101
914,202.10837,25.52,201.10109,25.52
915,202.17984,7.252,201.17256,7.252
916,203.04819,1.801,202.04091,1.801
917,203.05257,0.798,202.04529,0.798
918,203.05261,0.735,202.04534,0.735
919,203.13885,0.839,202.13158,0.839
920,203.1389,2.723,202.13162,2.723
921,203.16397,8.949,202.15669,8.949
922,203.17529,3.993,202.16802,3.993
923,203.17593,5.749,202.16866,5.749
924,203.17926,21.514,202.17198,21.514
925,203.22307,0.698,202.21579,0.698
926,203.97107,29.096,202.96379,29.096
927,203.97453,29.069,202.96726,29.069
928,204.04193,1.609,203.03465,1.609
929,204.06299,1.022,203.05571,1.022
930,204.06306,0.854,203.05579,0.854
931,204.08662,0.84,203.07935,0.84
932,204.10506,5.563,203.09778,5.563
933,204.12294,5.073,203.11566,5.073
934,204.12294,5.17,203.11566,5.17
935,204.12305,0.841,203.11577,0.841
936,204.13824,14.228,203.13097,14.228
937,204.23952,2.447,203.23224,2.447
938,204.67023,3.786,203.66295,3.786
939,204.95695,0.694,203.94968,0.694
940,205.01694,29.01,204.00966,29.01
941,205.04311,2.47,204.03583,2.47
942,205.06406,1.073,204.05678,1.073
943,205.06831,0.798,204.06104,0.798
944,205.08597,15.183,204.07869,15.183
945,205.09697,2.44,187.06314,2.44
946,205.15445,1.738,204.14717,1.738
947,206.05522,0.728,205.04794,0.728
948,206.08099,5.193,205.07372,5.193
949,206.10222,29,205.09494,29
950,206.1113,4.315,205.10402,4.315
951,206.8938,0.751,205.88652,0.751
952,206.95155,0.712,183.96233,0.712
953,206.95166,0.72,205.94438,0.72
954,207.01735,29.007,164.98352,29.007
955,207.01741,29.006,206.01013,29.006
956,207.01746,28.986,206.01018,28.986
957,207.11267,2.872,206.10539,2.872
958,207.14166,24.429,206.13439,24.429
959,207.14178,0.841,206.13451,0.841
960,207.14182,0.941,206.13454,0.941
961,207.17421,13.605,206.16693,13.605
962,207.17816,1.933,206.17088,1.933
963,207.92493,29.068,206.91765,29.068
964,207.95055,28.996,206.94327,28.996
965,207.95135,0.787,206.94408,0.787
966,207.97246,0.791,206.96518,0.791
967,207.98552,0.713,206.97824,0.713
968,208.03917,28.999,207.03189,28.999
969,208.06915,29.02,207.06188,29.02
970,208.06918,28.983,207.06191,28.983
971,208.06924,15.196,414.12394,15.196
972,208.06927,29.017,414.124,29.017
973,208.06931,15.201,207.06203,15.201
974,208.09668,3.214,207.0894,3.214
975,208.11591,2.402,207.10863,2.402
976,208.16933,18.312,207.16205,18.312
977,208.16942,18.313,190.13559,18.313
978,208.16943,18.554,190.13561,18.554
979,208.16946,18.551,207.16219,18.551
980,208.18069,3.115,207.17342,3.115
981,208.19054,5.712,207.18326,5.712
982,208.19054,6.034,207.18326,6.034
983,208.93517,0.89,207.92789,0.89
984,209.06943,15.187,416.1243,15.187
985,209.06943,15.23,416.1243,15.23
986,209.07338,1.559,208.0661,1.559
987,209.09193,1.512,191.05811,1.512
988,209.09203,1.512,208.08475,1.512
989,209.09669,7.243,208.08942,7.243
990,209.1145,1.062,208.10723,1.062
991,209.11478,0.705,208.1075,0.705
992,209.13826,3.035,208.13098,3.035
993,209.20102,6.871,208.19374,6.871
994,209.20102,7.848,208.19374,7.848
995,209.23914,2.388,208.23186,2.388
996,209.57112,15.181,417.12769,15.181
997,209.68045,5.059,208.67317,5.059
998,209.83888,2.368,208.83161,2.368
999,209.94583,28.992,167.91201,28.992
1000,209.94588,28.995,208.9386,28.995
1001,209.99605,0.874,187.00683,0.874
1002,210.04996,1.6,209.04268,1.6
1003,210.09224,2.41,131.07103,2.41
1004,210.12814,2.383,209.12087,2.383
1005,210.12822,2.382,192.09439,2.382
1006,210.18417,2.386,209.1769,2.386
1007,210.41728,2.364,209.41001,2.364
1008,210.65196,2.955,209.64469,2.955
1009,211.1075,1.453,210.10022,1.453
1010,211.11148,12.891,210.1042,12.891
1011,211.18031,3.141,210.17304,3.141
1012,211.18402,6.219,630.53023,6.219
1013,211.18408,6.22,210.17681,6.22
1014,211.65063,18.575,421.28672,18.575
1015,212.00795,29.027,211.00067,29.027
1016,212.0528,0.87,189.06357,0.87
1017,212.05283,1.031,189.0636,1.031
1018,212.13261,2.396,211.12534,2.396
1019,212.14403,2.828,211.13675,2.828
1020,212.16997,3.297,211.16269,3.297
1021,212.83899,0.766,211.83171,0.766
1022,212.83902,0.886,211.83174,0.886
1023,213.07477,0.731,212.06749,0.731
1024,213.11191,7.801,212.10463,7.801
1025,213.117,1.482,212.10973,1.482
1026,213.12799,5.059,212.12071,5.059
1027,213.16449,3.042,212.15721,3.042
1028,213.19591,1.694,212.18863,1.694
1029,213.98264,29.007,212.97536,29.007
1030,213.98268,29.013,171.94886,29.013
1031,213.98268,29.063,212.9754,29.063
1032,214.00333,29.027,180.96984,29.027
1033,214.0034,29.032,212.99613,29.032
1034,214.00626,0.795,212.99898,0.795
1035,214.06831,1.164,191.07909,1.164
1036,214.13977,0.623,213.13249,0.623
1037,214.13989,0.676,213.13262,0.676
1038,214.18002,8.993,213.17275,8.993
1039,214.25259,12.607,213.24532,12.607
1040,214.25266,11.045,213.24538,11.045
1041,214.25266,11.5,213.24538,11.5
1042,215.01593,1.012,214.00865,1.012
1043,215.01599,0.839,214.00871,0.839
1044,215.0815,1.55,214.07422,1.55
1045,215.08757,0.675,214.08029,0.675
1046,215.17526,4.219,214.16799,4.219
1047,215.17528,2.183,214.168,2.183
1048,215.9832,29.059,214.97592,29.059
1049,216.01921,28.996,215.01193,28.996
1050,216.15932,7.013,215.15204,7.013
1051,216.15932,8.592,215.15204,8.592
1052,216.19576,8.368,215.18848,8.368
1053,216.92274,0.726,215.91547,0.726
1054,216.95047,0.661,215.94319,0.661
1055,217.15456,3.396,216.14728,3.396
1056,217.15462,1.491,216.14734,1.491
1057,217.65988,3.163,216.6526,3.163
1058,217.95381,29.067,175.91999,29.067
1059,217.95381,29.072,216.94654,29.072
1060,218.12077,7.001,217.1135,7.001
1061,218.13867,1.196,217.1314,1.196
1062,218.15701,17.423,217.14974,17.423
1063,218.18626,0.712,217.17899,0.712
1064,218.9836,0.661,217.97632,0.661
1065,219.02649,0.725,218.01921,0.725
1066,219.0266,0.8,218.01932,0.8
1067,219.11269,4.35,201.07886,4.35
1068,219.13374,1.023,98.07226,1.023
1069,219.15611,18.157,218.14884,18.157
1070,219.15611,18.162,436.29767,18.162
1071,219.17032,3.416,218.16304,3.416
1072,219.1743,9.203,218.16702,9.203
1073,219.20436,13.028,218.19708,13.028
1074,219.21049,21.52,218.20322,21.52
1075,220.00874,0.823,219.00147,0.823
1076,220.01909,0.838,177.98526,0.838
1077,220.01917,0.842,156.00339,0.842
1078,220.02989,0.722,219.02262,0.722
1079,220.03691,1.017,219.02963,1.017
1080,220.037,0.856,219.02973,0.856
1081,220.11789,1.924,219.11061,1.924
1082,220.11789,3.722,219.11061,3.722
1083,220.11789,3.849,219.11061,3.849
1084,220.17751,9.206,219.17023,9.206
1085,220.59637,15.188,439.1782,15.188
1086,220.59651,15.197,219.58924,15.197
1087,220.63699,18.577,219.62972,18.577
1088,220.93086,0.69,219.92359,0.69
1089,220.93445,0.681,219.92717,0.681
1090,221.01193,29.005,220.00466,29.005
1091,221.09198,1.242,220.0847,1.242
1092,221.0921,2.448,220.08483,2.448
1093,221.12216,3.381,220.11489,3.381
1094,221.1571,1.792,220.14983,1.792
1095,221.15741,1.336,220.15013,1.336
1096,221.57707,2.809,220.5698,2.809
1097,221.93056,0.629,220.92328,0.629
1098,221.9881,0.794,220.98082,0.794
1099,222.00583,28.995,142.98462,28.995
1100,222.01624,28.997,221.00896,28.997
1101,222.02919,0.729,221.02191,0.729
1102,222.07942,3.365,221.07215,3.365
1103,222.86781,0.754,221.86054,0.754
1104,222.88853,0.734,221.88126,0.734
1105,223.07465,0.708,222.06737,0.708
1106,223.09636,9.636,222.08908,9.636
1107,223.10757,1.924,222.1003,1.924
1108,223.10757,2.58,222.1003,2.58
1109,223.11162,12.387,222.10434,12.387
1110,223.15381,3.936,222.14653,3.936
1111,223.98822,29.028,222.98094,29.028
1112,223.98878,0.638,181.95496,0.638
1113,224.01157,29,223.00429,29
1114,224.0515,0.675,223.04422,0.675
1115,224.12791,28.995,223.12064,28.995
1116,224.14398,4.304,223.13671,4.304
1117,224.14415,4.315,206.11032,4.315
1118,225.01193,28.997,224.00466,28.997
1119,225.01823,6.994,224.01096,6.994
1120,225.14746,10.35,224.14018,10.35
1121,225.15965,3.953,224.15238,3.953
1122,225.19598,10.341,224.18871,10.341
1123,225.19604,2.978,224.18877,2.978
1124,225.21098,0.809,224.20371,0.809
1125,226.01187,23.359,225.00459,23.359
1126,226.01187,23.767,225.00459,23.767
1127,226.01195,28.988,225.00467,28.988
1128,226.04486,0.854,225.03758,0.854
1129,226.04488,1.033,225.0376,1.033
1130,226.09219,0.655,225.08492,0.655
1131,226.1232,1.226,225.11592,1.226
1132,226.12329,2.376,225.11601,2.376
1133,226.12332,1.065,225.11604,1.065
1134,226.12332,2.376,162.10755,2.376
1135,226.14558,17.422,225.13831,17.422
1136,226.17995,18.313,208.14612,18.313
1137,226.17995,18.553,208.14612,18.553
1138,226.18002,18.551,225.17275,18.551
1139,226.18008,18.316,225.17281,18.316
1140,226.95131,28.927,225.94403,28.927
1141,226.95149,0.708,225.94422,0.708
1142,227.06364,0.842,204.07442,0.842
1143,227.07893,2.473,226.07166,2.473
1144,227.12752,11.837,226.12024,11.837
1145,227.13264,3.261,226.12537,3.261
1146,227.14223,18.157,226.13495,18.157
1147,227.17523,3.246,226.16796,3.246
1148,227.21167,2.842,226.20439,2.842
1149,227.94443,0.791,226.93715,0.791
1150,227.98267,29.033,226.97539,29.033
1151,228.01891,29.029,227.01163,29.029
1152,228.02666,1.029,227.01938,1.029
1153,228.03706,0.726,227.02979,0.726
1154,228.09773,0.814,227.09046,0.814
1155,228.14256,18.159,454.27057,18.159
1156,228.16496,4.592,227.15769,4.592
1157,228.17064,1.063,227.16336,1.063
1158,228.19568,18.315,227.1884,18.315
1159,228.19568,18.553,227.1884,18.553
1160,228.1958,10.145,227.18852,10.145
1161,228.2321,15.183,227.22482,15.183
1162,228.81291,0.765,227.80564,0.765
1163,229.09883,0.615,228.09155,0.615
1164,229.09885,0.609,684.27471,0.609
1165,229.10765,1.023,228.10037,1.023
1166,229.12306,1.803,228.11579,1.803
1167,229.14037,18.159,456.26618,18.159
1168,229.15454,2.592,228.14726,2.592
1169,229.15456,1.017,228.14728,1.017
1170,229.15468,0.844,187.12085,0.844
1171,229.15468,1.006,187.12085,1.006
1172,229.58275,15.193,457.15094,15.193
1173,229.58281,15.193,228.57553,15.193
1174,229.96761,0.714,187.93378,0.714
1175,230.02481,2.936,229.01753,2.936
1176,230.17499,8.115,229.16771,8.115
1177,230.1862,1.003,229.17893,1.003
1178,230.24767,10.974,229.24039,10.974
1179,230.24768,11.676,229.2404,11.676
1180,230.81009,0.773,229.80281,0.773
1181,230.99004,0.837,229.98276,0.837
1182,231.11267,2.453,230.10539,2.453
1183,231.17033,2.838,230.16306,2.838
1184,231.17033,3.175,230.16306,3.175
1185,231.97064,0.634,230.96337,0.634
1186,231.97221,1.055,230.96494,1.055
1187,231.97224,0.87,208.98302,0.87
1188,231.97238,1.041,208.98316,1.041
1189,232.07919,5.03,462.14383,5.03
1190,232.11037,2.362,231.10309,2.362
1191,232.13649,8.312,231.12921,8.312
1192,232.15424,2.156,231.14696,2.156
1193,232.15425,2.269,231.14697,2.269
1194,232.1725,18.904,231.16522,18.904
1195,232.89647,24.47,231.88919,24.47
1196,232.89671,0.726,231.88944,0.726
1197,232.9175,0.719,209.92827,0.719
1198,233.05882,0.992,232.05155,0.992
1199,233.05894,0.836,250.06223,0.836
1200,233.11295,1.031,232.10567,1.031
1201,233.14952,1.085,232.14224,1.085
1202,233.14955,1.93,232.14227,1.93
1203,233.17177,19.619,232.16449,19.619
1204,233.18593,4.644,232.17865,4.644
1205,233.21997,13.028,232.21269,13.028
1206,233.63345,17.422,232.62618,17.422
1207,233.9821,1.029,232.97482,1.029
1208,234.02435,1.111,233.01708,1.111
1209,234.03481,1.037,233.02753,1.037
1210,234.1319,17.426,233.12462,17.426
1211,234.13344,5.234,233.12616,5.234
1212,235.13208,17.425,468.24961,17.425
1213,235.16924,14.084,234.16196,14.084
1214,235.92043,0.788,234.91315,0.788
1215,235.96741,0.796,234.96013,0.796
1216,235.99295,0.838,193.95912,0.838
1217,236.11272,5.937,235.10544,5.937
1218,236.14406,2.39,235.13678,2.39
1219,236.16754,28.998,235.16026,28.998
1220,236.90677,28.99,235.89949,28.99
1221,236.99231,0.732,235.98503,0.732
1222,236.99792,0.839,235.99065,0.839
1223,237.06952,0.679,236.06224,0.679
1224,237.08659,2.463,236.07932,2.463
1225,237.08691,1.507,236.07964,1.507
1226,237.12323,3.303,236.11595,3.303
1227,237.12325,2.697,236.11597,2.697
1228,237.12338,2.986,236.11611,2.986
1229,237.12671,2.947,236.11943,2.947
1230,237.66055,20.069,473.30655,20.069
1231,237.9619,0.787,236.95462,0.787
1232,238.04497,0.724,237.03769,0.724
1233,238.10735,5.476,237.10007,5.476
1234,238.15974,3.083,237.15247,3.083
1235,238.21631,12.119,237.20903,12.119
1236,238.84175,0.743,237.83447,0.743
1237,238.86244,0.737,237.85517,0.737
1238,238.86246,0.737,199.8993,0.737
1239,238.90721,28.994,237.89993,28.994
1240,239.08873,5.229,238.08145,5.229
1241,239.08891,0.701,238.08164,0.701
1242,239.12755,13.079,238.12027,13.079
1243,239.13881,4.164,238.13153,4.164
1244,239.1489,2.844,238.14162,2.844
1245,239.16176,0.705,238.15448,0.705
1246,239.17509,1.709,238.16782,1.709
1247,239.21152,2.764,197.17769,2.764
1248,239.21165,2.766,238.20438,2.766
1249,239.21165,3.185,238.20438,3.185
1250,239.22469,0.978,238.21741,0.978
1251,239.23674,17.422,238.22946,17.422
1252,239.96655,0.66,238.95928,0.66
1253,240.1613,18.903,478.30805,18.903
1254,240.18045,1.949,239.17317,1.949
1255,240.81465,0.79,239.80737,0.79
1256,240.83879,0.763,239.83151,0.763
1257,240.92485,0.878,119.95879,0.878
1258,241.00174,29.092,239.99446,29.092
1259,241.06799,5.939,240.06072,5.939
1260,241.0681,0.702,177.05233,0.702
1261,241.06815,0.698,240.06087,0.698
1262,241.10919,4.885,240.10192,4.885
1263,241.15027,18.572,480.28598,18.572
1264,241.15445,1.023,240.14717,1.023
1265,241.15782,19.622,480.30109,19.622
1266,241.15782,19.623,240.15055,19.623
1267,241.17305,12.142,240.16577,12.142
1268,241.21597,12.993,240.2087,12.993
1269,241.22159,0.981,240.21431,0.981
1270,241.99945,0.639,240.99217,0.639
1271,241.99959,0.659,199.96576,0.659
1272,242.01877,0.854,111.99247,0.854
1273,242.06018,3.3,241.0529,3.3
1274,242.06027,3.653,241.053,3.653
1275,242.06326,0.903,112.01472,0.903
1276,242.06328,0.905,219.07406,0.905
1277,242.06332,1.095,219.0741,1.095
1278,242.07149,1.043,241.06421,1.043
1279,242.09981,1.92,241.09253,1.92
1280,242.11801,2.395,209.08452,2.395
1281,242.11806,2.412,241.11078,2.412
1282,242.11826,1.479,241.11098,1.479
1283,242.15373,5.439,241.14646,5.439
1284,242.17482,7.695,241.16754,7.695
1285,242.18636,1.048,241.17908,1.048
1286,242.21129,11.218,241.20401,11.218
1287,242.284,14.024,241.27672,14.024
1288,242.81267,0.795,241.80539,0.795
1289,242.92531,28.948,241.91803,28.948
1290,242.92558,0.701,241.91831,0.701
1291,243.01881,3.662,242.01154,3.662
1292,243.01883,3.309,242.01155,3.309
1293,243.0529,2.471,242.04563,2.471
1294,243.08757,5.786,242.08029,5.786
1295,243.13387,4.406,242.12659,4.406
1296,243.13388,2.286,242.1266,2.286
1297,243.13391,4.111,242.12663,4.111
1298,243.15588,19.617,484.29721,19.617
1299,243.20665,7.601,242.19937,7.601
1300,243.21062,21.518,242.20334,21.518
1301,243.64967,1.951,242.6424,1.951
1302,243.9187,0.788,242.91142,0.788
1303,244.00076,0.657,242.99349,0.657
1304,244.00374,0.653,242.99646,0.653
1305,244.15436,3.143,243.14708,3.143
1306,244.19067,18.314,243.1834,18.314
1307,244.19067,18.553,243.1834,18.553
1308,244.19087,9.148,243.1836,9.148
1309,244.23825,2.914,243.23097,2.914
1310,244.26337,11.342,243.25609,11.342
1311,244.2634,11.494,243.25612,11.494
1312,244.87059,0.728,243.86331,0.728
1313,244.94666,0.631,243.93938,0.631
1314,244.95714,28.134,243.94986,28.134
1315,244.95715,27.962,243.94988,27.962
1316,244.99756,0.637,243.99028,0.637
1317,245.05675,0.714,244.04947,0.714
1318,245.11336,0.839,166.09215,0.839
1319,245.18593,3.622,244.17865,3.622
1320,245.18596,4.436,244.17868,4.436
1321,245.18597,3.972,244.1787,3.972
1322,245.18597,4.098,244.1787,4.098
1323,245.22237,7.738,244.21509,7.738
1324,245.90472,24.416,244.89745,24.416
1325,245.94916,0.728,244.94188,0.728
1326,245.95595,29.018,244.94867,29.018
1327,246.1337,1.014,102.04994,1.014
1328,246.15222,9.491,245.14495,9.491
1329,246.16997,3.548,245.16269,3.548
1330,246.16998,3.67,245.16271,3.67
1331,246.18134,3.34,245.17406,3.34
1332,246.65021,11.258,491.28586,11.258
1333,246.65027,11.272,245.64299,11.272
1334,247.10335,1.797,246.09607,1.797
1335,247.12877,1.534,246.12149,1.534
1336,247.12886,2.486,246.12158,2.486
1337,247.14403,3.077,246.13675,3.077
1338,247.1692,13.032,246.16193,13.032
1339,247.20171,5.85,246.19443,5.85
1340,247.20862,0.796,246.20134,0.796
1341,247.20947,9.44,246.2022,9.44
1342,247.23582,13.033,246.22855,13.033
1343,247.64925,18.906,246.64197,18.906
1344,247.94333,29.022,246.93605,29.022
1345,247.94632,0.875,246.93904,0.875
1346,248.08432,2.377,247.07704,2.377
1347,248.14771,18.9,247.14043,18.9
1348,248.14915,1.011,247.14188,1.011
1349,248.65587,18.158,495.29718,18.158
1350,248.87062,0.726,247.86334,0.726
1351,248.9568,28.986,247.94953,28.986
1352,249.10117,1.797,248.09389,1.797
1353,249.12651,1.777,248.11923,1.777
1354,249.12669,2.174,248.11942,2.174
1355,249.14778,18.901,496.28101,18.901
1356,249.18074,5.175,248.17346,5.175
1357,249.18077,5.072,248.17349,5.072
1358,249.18478,19.887,248.17751,19.887
1359,249.18488,14.181,248.1776,14.181
1360,249.18864,3.839,248.18137,3.839
1361,249.20673,7.673,744.59835,7.673
1362,249.20673,7.68,248.19945,7.68
1363,249.93605,0.788,248.92877,0.788
1364,249.99837,1.105,248.99109,1.105
1365,250.08292,5.709,249.07564,5.709
1366,250.09335,1.311,249.08608,1.311
1367,250.17755,10.129,249.17027,10.129
1368,250.17761,18.326,249.17034,18.326
1369,250.92,0.89,249.91272,0.89
1370,251.06952,0.998,250.06224,0.998
1371,251.0808,5.69,500.14704,5.69
1372,251.14288,12.239,250.13561,12.239
1373,251.16011,0.642,250.15283,0.642
1374,251.16403,12.524,250.15676,12.524
1375,251.23387,0.796,250.22659,0.796
1376,251.58484,5.688,501.15512,5.688
