Index,m/z,RT [min],Molecular Weight,Calibration RT [min]
225,120.10191,24.365,119.09463,24.365
226,121.02837,15.183,120.0211,15.183
227,121.02837,20.759,120.02109,20.759
228,122.07122,28.038,121.06394,28.038
229,122.07124,28.757,121.06397,28.757
230,122.07125,23.828,121.06397,23.828
231,122.08112,28.994,121.07385,28.994
232,122.08881,2.397,121.08153,2.397
233,122.54708,29.007,121.5398,29.007
234,122.92452,0.706,121.91725,0.706
235,123.04028,29.047,122.033,29.047
236,123.04031,0.637,122.03304,0.637
237,123.04031,29.005,122.03303,29.005
238,123.04037,0.657,140.04366,0.657
239,123.04399,1.009,122.03671,1.009
240,123.04402,0.854,122.03674,0.854
241,123.05522,0.821,140.05851,0.821
242,123.05524,0.953,122.04797,0.953
243,123.11678,1.01,122.1095,1.01
244,124.04117,0.636,123.03389,0.636
245,124.08664,24.014,123.07936,24.014
246,124.08665,23.775,123.07938,23.775
247,124.08667,25.155,123.07939,25.155
248,124.08667,25.463,123.07939,25.463
249,124.08667,25.517,123.07939,25.517
250,124.08667,25.603,123.07939,25.603
251,124.08667,25.95,123.07939,25.95
252,124.08667,26.088,123.07939,26.088
253,124.08667,26.18,123.07939,26.18
254,124.08667,26.383,123.07939,26.383
255,124.08667,26.563,123.07939,26.563
256,124.08669,25.395,123.07941,25.395
257,124.08669,26.244,123.07941,26.244
258,124.08669,26.635,123.07941,26.635
259,124.08669,26.795,123.07941,26.795
260,124.08669,28.757,123.07941,28.757
261,124.0867,24.759,123.07942,24.759
262,124.0867,24.85,123.07942,24.85
263,124.0867,25.428,123.07942,25.428
264,124.0867,26.846,123.07942,26.846
265,124.08693,24.946,123.07965,24.946
266,124.1059,1.572,106.07207,1.572
267,125.03792,0.641,124.03064,0.641
268,125.07084,25.848,124.06356,25.848
269,125.07092,25.64,124.06365,25.64
270,125.08215,25.519,124.07487,25.519
271,125.1073,25.631,124.10002,25.631
272,125.11213,1.568,107.0783,1.568
273,125.98624,0.618,142.98953,0.618
274,125.98625,0.637,124.97898,0.637
275,126.03309,29.01,125.02581,29.01
276,126.05262,0.794,125.04534,0.794
277,126.10251,23.774,125.09523,23.774
278,126.10252,28.759,125.09524,28.759
279,126.10253,24.09,125.09525,24.09
280,126.10255,28.037,125.09527,28.037
281,126.11546,1.569,125.10818,1.569
282,126.11549,1.567,108.08167,1.567
283,126.11822,1.555,125.11094,1.555
284,127.03891,2.452,126.03163,2.452
285,127.06143,28.995,126.05416,28.995
286,127.08664,1.927,126.07936,1.927
287,127.11169,26.083,144.11497,26.083
288,128.01926,0.639,85.98543,0.639
289,128.01927,0.647,127.012,0.647
290,128.11813,25.334,127.11086,25.334
291,128.11813,25.631,86.08431,25.631
292,128.11818,27.166,86.08435,27.166
293,128.11818,27.975,86.08435,27.975
294,128.11818,28.619,86.08435,28.619
295,128.11818,28.759,86.08435,28.759
296,128.14337,1.961,127.13609,1.961
297,129.05223,0.705,128.04495,0.705
298,129.05453,20.729,128.04726,20.729
299,129.0546,13.486,146.05788,13.486
300,129.06578,27.606,128.0585,27.606
301,129.0658,28.417,128.05852,28.417
302,129.0658,28.642,128.05852,28.642
303,129.0659,0.804,128.05863,0.804
304,129.1386,0.653,111.10477,0.653
305,129.13864,0.674,128.13136,0.674
306,130.01682,0.64,129.00954,0.64
307,130.01683,0.65,87.983,0.65
308,130.04991,0.866,129.04263,0.866
309,130.04991,1.029,129.04263,1.029
310,130.04993,0.802,146.0692,0.802
311,130.06503,2.451,129.05776,2.451
312,130.08633,0.949,129.07906,0.949
313,130.15903,3.625,129.15175,3.625
314,130.52164,29.026,129.51436,29.026
315,130.52202,0.653,129.51474,0.653
316,130.53326,29.008,129.52599,29.008
317,131.04906,1.603,130.04178,1.603
318,131.08147,26.466,130.07419,26.466
319,131.08148,27.132,89.04766,27.132
320,131.08151,25.268,130.07424,25.268
321,131.08151,27.202,130.07424,27.202
322,131.11787,0.818,130.1106,0.818
323,131.53348,29.013,261.0524,29.013
324,132.06552,0.807,131.05824,0.807
325,132.07686,0.801,131.06958,0.801
326,132.08075,2.441,114.04692,2.441
327,132.08359,1.136,131.07631,1.136
328,132.10167,1.192,131.09439,1.192
329,132.1017,1.124,131.09442,1.124
330,132.53122,29.013,263.04789,29.013
331,132.54729,1.14,131.54001,1.14
332,132.9982,0.657,131.99092,0.657
333,133.03172,2.95,132.02445,2.95
334,133.03177,0.921,132.02449,0.921
335,133.06862,0.86,132.06134,0.86
336,133.08379,2.385,132.07651,2.385
337,134.01888,0.786,111.02965,0.786
338,134.04475,0.837,133.03748,0.837
339,134.06793,1.567,133.06066,1.567
340,134.06798,1.567,151.07127,1.567
341,135.00276,0.888,112.01354,0.888
342,135.00276,0.888,133.99549,0.888
343,135.06776,1.008,93.03394,1.008
344,135.07901,24.014,134.07173,24.014
345,135.07901,25.429,134.07173,25.429
346,135.07901,26.589,134.07173,26.589
347,135.07901,27.389,93.04518,27.389
348,135.07901,28.642,93.04518,28.642
349,135.07903,27.129,93.0452,27.129
350,135.07904,25.205,93.04521,25.205
351,135.07904,28.456,93.04521,28.456
352,135.07906,25.632,134.07178,25.632
353,135.07906,28.807,134.07178,28.807
354,135.09639,2.378,134.08911,2.378
355,135.09953,2.384,93.06571,2.384
356,135.12056,1.198,134.11328,1.198
357,136.06177,28.996,135.05449,28.996
358,136.07568,1.008,94.04186,1.008
359,136.08054,1.565,135.07326,1.565
360,136.10579,2.382,94.07196,2.382
361,136.11205,1.014,135.10477,1.014
362,136.99992,29.002,94.9661,29.002
363,136.99997,29.004,135.99269,29.004
364,137.07086,24.457,136.06359,24.457
365,137.07104,0.753,136.06377,0.753
366,137.07104,0.791,136.06377,0.791
367,137.12497,1.208,136.11769,1.208
368,137.99838,29,95.96456,29
369,138.0274,0.635,137.02013,0.635
370,138.05263,0.795,137.04535,0.795
371,138.06613,24.848,137.05885,24.848
372,138.06613,24.989,137.05885,24.989
373,138.06613,25.212,137.05885,25.212
374,138.09132,1.405,137.08405,1.405
375,138.09132,3.341,137.08405,3.341
376,138.90639,1.073,137.89911,1.073
377,138.99532,29.003,96.96149,29.003
378,138.99532,29.116,137.98804,29.116
379,139.01784,29.004,138.01056,29.004
380,139.01784,29.008,96.98401,29.008
381,139.03889,1.473,138.03162,1.473
382,139.07391,26.566,138.06664,26.566
383,139.07391,28.181,138.06664,28.181
384,139.07394,25.37,97.04012,25.37
385,139.07396,28.646,97.04013,28.646
386,139.07397,26.94,138.0667,26.94
387,139.5273,0.655,138.52002,0.655
388,139.98782,28.991,138.98055,28.991
389,139.98782,29.001,97.954,29.001
390,140.06815,18.362,139.06087,18.362
391,140.06815,19.751,139.06087,19.751
392,140.06821,0.778,139.06093,0.778
393,140.08176,23.774,139.07448,23.774
394,140.08176,24.016,139.07448,24.016
395,140.08177,24.089,98.04795,24.089
396,140.08179,28.561,98.04796,28.561
397,140.08179,28.713,98.04796,28.713
398,140.08179,28.808,139.07451,28.808
399,140.14337,2.631,139.13609,2.631
400,140.90352,0.773,139.89624,0.773
401,140.90352,1.067,139.89624,1.067
402,140.99561,28.985,98.96178,28.985
403,141.00635,0.641,102.04319,0.641
404,141.00638,0.625,139.9991,0.625
405,141.05084,0.647,123.01702,0.647
406,141.1134,28.994,99.07958,28.994
407,141.11346,28.997,140.10619,28.997
408,141.1386,3.766,140.13132,3.766
409,141.95862,28.999,158.96191,28.999
410,141.95865,29.006,99.92482,29.006
411,141.98328,23.139,140.976,23.139
412,141.98328,28.989,140.976,28.989
413,141.98329,28.99,99.94947,28.99
414,142.04596,0.788,141.03868,0.788
415,142.06511,2.441,141.05783,2.441
416,142.08624,2.343,141.07897,2.343
417,142.12268,4.644,141.1154,4.644
418,142.15904,2.692,141.15177,2.692
419,142.94812,0.804,141.94084,0.804
420,142.94812,0.884,141.94084,0.884
421,142.99107,28.985,141.9838,28.985
422,143.03944,1.507,142.03217,1.507
423,143.04845,0.637,142.04117,0.637
424,143.07285,2.456,142.06557,2.456
425,143.95886,28.984,142.95159,28.984
426,143.98083,28.994,142.97356,28.994
427,143.99681,0.636,101.96299,0.636
428,144.06549,2.95,143.05821,2.95
429,144.0656,0.816,102.03177,0.816
430,144.08075,2.443,143.07347,2.443
431,144.10191,3.763,143.09464,3.763
432,144.11516,1.402,143.10788,1.402
433,144.98209,28.997,102.94826,28.997
434,144.98212,28.952,143.97484,28.952
435,145.0472,0.793,144.03992,0.793
436,145.1335,4.48,144.12622,4.48
437,145.98056,28.988,144.97328,28.988
438,146.02699,0.996,103.99317,0.996
439,146.05997,2.441,145.05269,2.441
440,146.08116,1.189,145.07388,1.189
441,146.11752,2.753,145.11025,2.753
442,146.11752,2.915,145.11025,2.915
443,146.11754,2.249,145.11026,2.249
444,146.16521,0.704,145.15793,0.704
445,146.98024,28.95,145.97296,28.95
446,146.98024,28.984,104.94641,28.984
447,146.98175,0.727,145.97447,0.727
448,147.04398,1.012,146.0367,1.012
449,147.04399,1.013,163.06326,1.013
450,147.08426,1.715,146.07698,1.715
451,147.0995,2.383,146.09223,2.383
452,147.11276,0.67,146.10549,0.67
453,147.11281,1.044,146.10553,1.044
454,147.11287,0.677,129.07904,0.677
455,147.11665,21.517,146.10938,21.517
456,147.47198,29.006,146.46471,29.006
457,147.97046,29.021,146.96318,29.021
458,148.00394,0.804,146.99666,0.804
459,148.06052,0.811,147.05324,0.811
460,148.06052,1.048,147.05324,1.048
461,148.10579,2.379,147.09851,2.379
462,148.93532,0.736,147.92804,0.736
463,149.02335,15.182,148.01607,15.182
464,149.07874,2.39,148.07146,2.39
465,149.08211,24.014,166.0854,24.014
466,149.08212,25.333,148.07485,25.333
467,149.08215,28.644,166.08544,28.644
468,149.11208,2.381,148.1048,2.381
469,149.11723,3.899,148.10996,3.899
470,149.11723,4.422,148.10996,4.422
471,149.13637,2.896,148.12909,2.896
472,149.95602,29.132,148.94875,29.132
473,150.01382,0.731,149.00655,0.731
474,150.01384,0.788,149.00656,0.788
475,150.01385,0.796,127.02463,0.796
476,150.02496,1.017,149.01769,1.017
477,150.05826,0.867,149.05098,0.867
478,150.05827,1.004,132.02445,1.004
479,150.05827,1.006,149.051,1.006
480,150.0851,2.382,149.07782,2.382
481,150.10254,28.707,149.09526,28.707
482,151.0352,28.997,150.02793,28.997
483,151.0352,29,109.00138,29
484,151.03525,0.643,109.00142,0.643
485,151.03529,0.618,150.02802,0.618
486,151.07532,0.964,150.06804,0.964
487,151.07924,0.807,150.07196,0.807
488,151.09135,5.422,150.08408,5.422
489,151.63306,1.104,150.62578,1.104
490,151.94965,0.638,150.94237,0.638
491,151.94965,29.015,150.94237,29.015
492,152.03172,1.034,151.02445,1.034
493,152.03175,0.87,151.02448,0.87
494,152.0361,0.658,110.00228,0.658
495,152.07056,0.985,151.06328,0.985
496,152.99484,29.014,151.98757,29.014
497,152.99486,29.017,110.96103,29.017
498,152.99486,29.117,151.98758,29.117
499,153.1134,28.707,135.07958,28.707
500,153.11475,3.338,170.11803,3.338
501,153.11478,3.337,152.1075,3.337
502,153.94843,0.638,152.94115,0.638
503,153.98228,29.003,152.97501,29.003
504,153.99327,29.01,111.95945,29.01
505,154.00484,29.003,152.99756,29.003
506,154.04739,1.038,153.04012,1.038
507,154.0587,0.787,153.05142,0.787
508,154.08376,1.204,153.07648,1.204
509,154.12263,3.368,153.11536,3.368
510,154.88036,0.759,153.87308,0.759
511,154.99017,29.014,153.9829,29.014
512,154.99017,29.014,112.95635,29.014
513,154.99017,29.016,121.95668,29.016
514,154.99017,29.125,112.95635,29.125
515,155.04262,0.804,154.03534,0.804
516,155.13039,3.767,154.12311,3.767
517,155.15417,28.807,154.1469,28.807
518,155.15424,1.475,154.14696,1.475
519,155.15427,1.043,137.12044,1.043
520,155.15428,1.045,154.147,1.045
521,155.64624,3.769,154.63896,3.769
522,155.99066,29.017,154.98338,29.017
523,156.0141,0.644,113.98027,0.644
524,156.01416,0.658,155.00688,0.658
525,156.04207,0.748,155.03479,0.748
526,156.07666,24.087,155.06938,24.087
527,156.07666,28.594,114.04283,28.594
528,156.07671,27.266,114.04288,27.266
529,156.07678,0.679,155.06951,0.679
530,156.13823,1.085,173.14152,1.085
531,156.13834,1.083,155.13106,1.083
532,157.08353,2.805,156.07625,2.805
533,157.13342,1.044,156.12615,1.044
534,157.16988,0.636,156.1626,0.636
535,157.16994,0.749,156.16266,0.749
536,157.62552,2.177,156.61824,2.177
537,157.98859,29.014,156.98131,29.014
538,157.99399,29.016,156.98671,29.016
539,158.06,2.459,157.05272,2.459
540,158.11746,5.069,157.11019,5.069
541,158.15384,1.008,157.14656,1.008
542,158.15388,9.985,157.14661,9.985
543,158.92204,0.726,157.91477,0.726
544,158.96396,28.901,157.95668,28.901
545,158.96408,0.703,157.9568,0.703
546,158.98607,29.015,116.95224,29.015
547,159.01704,0.627,158.00977,0.627
548,159.09158,2.441,117.05776,2.441
549,159.0916,2.451,158.08432,2.451
550,159.14909,3.053,158.14182,3.053
551,160.04257,8.17,159.0353,8.17
552,160.04265,3.121,159.03537,3.121
553,160.07558,1.121,159.0683,1.121
554,160.07562,5.185,159.06835,5.185
555,160.07564,2.449,159.06836,2.449
556,160.09671,3.058,159.08943,3.058
557,160.09677,1.734,159.08949,1.734
558,160.13312,0.835,159.12584,0.835
559,161.0056,29.068,159.99832,29.068
560,161.01848,1.749,160.0112,1.749
561,161.1284,0.661,143.09458,0.661
562,161.13229,21.517,160.12502,21.517
563,162.0582,1.3,161.05092,1.3
564,162.07599,0.879,161.06871,0.879
565,162.11026,2.378,144.07643,2.378
566,162.11243,0.803,161.10515,0.803
567,162.98431,29.009,120.95049,29.009
568,162.99753,1.096,161.99025,1.096
569,163.09131,2.379,162.08403,2.379
570,163.09764,25.892,162.09036,25.892
571,163.09766,24.031,162.09038,24.031
572,163.09766,24.166,121.06383,24.166
573,163.09766,25.633,180.10094,25.633
574,163.09769,23.83,162.09041,23.83
575,163.11153,9.169,162.10425,9.169
576,163.11662,2.381,121.0828,2.381
577,163.13268,5.715,162.1254,5.715
578,163.13268,6.04,162.1254,6.04
579,163.62524,1.53,162.61797,1.53
580,163.64363,3.547,162.63635,3.547
581,164.02931,0.795,163.02204,0.795
582,164.02942,0.796,141.0402,0.796
583,164.06319,0.631,163.05591,0.631
584,164.06679,0.648,163.05951,0.648
585,164.07938,28.993,141.09015,28.993
586,164.123,2.389,122.08918,2.389
587,164.90924,0.738,163.90196,0.738
588,164.9207,0.715,163.91342,0.715
589,164.93001,0.723,141.94079,0.723
590,165.05084,0.645,164.04357,0.645
591,165.0909,20.063,164.08362,20.063
592,165.0948,0.839,164.08753,0.839
593,165.10703,2.42,164.09975,2.42
594,165.13136,0.803,164.12409,0.803
595,165.98769,0.731,164.98041,0.731
596,166.04652,1.606,165.03925,1.606
597,166.08598,1.601,148.05216,1.601
598,166.99863,28.985,124.9648,28.985
599,167.0127,29.001,124.97887,29.001
600,167.03372,13.838,166.02645,13.838
601,167.03372,20.761,166.02645,20.761
602,167.09262,27.186,166.08534,27.186
603,167.14297,8.952,166.1357,8.952
604,167.14862,3.123,166.14134,3.123
605,168.05048,0.649,167.0432,0.649
606,168.06541,0.832,167.05814,0.832
607,168.14702,0.693,167.13974,0.693
608,168.44429,0.638,167.43701,0.638
609,168.48364,29.018,167.47637,29.018
610,168.48372,29.017,126.44989,29.017
611,169.0058,29.016,126.97197,29.016
612,169.04565,0.649,168.03838,0.649
613,169.05838,0.799,168.0511,0.799
614,169.09477,0.709,168.0875,0.709
615,169.09703,28.992,168.08975,28.992
616,169.13344,6.642,168.12616,6.642
617,169.13347,4.68,168.12619,4.68
618,169.9772,29.133,168.96993,29.133
619,169.97722,29.035,337.93988,29.035
620,169.97722,29.349,168.96994,29.349
621,169.97723,1.024,168.96996,1.024
622,169.98575,0.801,168.97847,0.801
623,170.04236,0.805,169.03508,0.805
624,170.05989,2.448,169.05261,2.448
625,170.11124,1.574,152.07741,1.574
626,170.11745,4.635,187.12073,4.635
627,170.14127,3.701,169.13399,3.701
628,170.14127,4.035,169.13399,4.035
629,170.14128,3.166,169.134,3.166
630,170.1413,1.035,169.13402,1.035
631,170.96089,29.069,169.95362,29.069
632,170.98503,29.001,128.95121,29.001
633,171.09895,28.868,170.09168,28.868
634,171.10782,1.006,170.10054,1.006
635,171.11743,1.564,170.11016,1.564
636,171.11757,1.567,153.08374,1.567
637,171.149,1.008,170.14173,1.008
638,171.149,6.392,170.14173,6.392
639,171.149,6.621,170.14173,6.621
640,171.149,6.963,170.14173,6.963
641,171.14903,1.012,153.11521,1.012
642,171.99277,29.134,170.98549,29.134
643,171.99283,29.039,170.98555,29.039
644,171.99283,29.26,170.98555,29.26
645,172.04007,1.013,171.03279,1.013
646,172.11462,1.567,171.10735,1.567
647,172.11525,19.859,171.10797,19.859
648,172.13309,4.985,171.12581,4.985
649,172.1331,2.772,171.12583,2.772
650,172.15685,3.297,171.14957,3.297
651,172.15691,1.412,171.14963,1.412
652,172.15692,1.049,171.14964,1.049
653,172.16937,11.129,171.1621,11.129
654,172.18071,0.619,171.17343,0.619
655,172.6489,2.913,171.64162,2.913
656,172.95621,22.055,171.94893,22.055
657,172.95624,22.425,171.94896,22.425
658,172.95624,22.767,171.94896,22.767
659,172.95625,21.309,171.94898,21.309
660,172.95625,21.531,171.94898,21.531
661,172.95627,1.395,171.94899,1.395
662,172.95627,29.067,171.94899,29.067
663,172.95628,29.066,130.92246,29.066
664,173.03009,29.036,172.02281,29.036
665,173.03009,29.125,172.02281,29.125
666,173.06119,0.804,172.05391,0.804
667,173.07091,2.481,172.06363,2.481
668,173.07422,2.537,172.06694,2.537
669,173.07834,1.289,172.07106,1.289
670,173.07874,2.385,172.07146,2.385
671,173.10109,3.848,172.09381,3.848
672,173.12828,2.035,172.121,2.035
673,173.12846,1.432,172.12119,1.432
674,173.13229,18.323,172.12502,18.323
675,173.13235,18.552,172.12508,18.552
676,173.16145,5.754,172.15418,5.754
677,173.99112,28.992,172.98384,28.992
678,174.01367,0.87,173.0064,0.87
679,174.0137,1.035,173.00643,1.035
680,174.0246,0.644,173.01732,0.644
681,174.07602,3.361,173.06874,3.361
682,174.08493,2.381,173.07765,2.381
683,174.1124,4.746,173.10512,4.746
684,174.50397,29.121,173.49669,29.121
685,174.89592,0.8,141.86243,0.8
686,174.93799,0.708,173.93071,0.708
687,174.95645,29.067,173.94917,29.067
688,175.03407,3.302,174.0268,3.302
689,175.04497,0.633,174.03769,0.633
690,175.11897,0.696,174.1117,0.696
691,175.14795,21.52,174.14067,21.52
692,176.06566,1.125,175.05838,1.125
693,176.07047,8.171,175.06319,8.171
694,176.07384,2.528,175.06656,2.528
695,176.10292,0.809,175.09564,0.809
696,176.10547,28.641,175.09819,28.641
