ID,m/z,RT,ID,Name,Grade,Formula,Sim1,Sim2,Adduct,MS2_ID,Match_Seed,Level,Score
0,86.09637,1.224,C20809,['(R)-2-Methylpyrrolidine'],2,C5H11N,0.4,0.33,-,225,OSI00243,3,0.54
0,86.09637,1.224,C20809,['(R)-2-Methylpyrrolidine'],1,C5H11N,0.4,0.79,-,225,HMDB0029615,5,0.68
1,86.09639,1.125,C20809,['(R)-2-Methylpyrrolidine'],2,C5H11N,0.4,0.34,-,240,OSI00243,3,0.49
1,86.09639,1.125,C20809,['(R)-2-Methylpyrrolidine'],1,C5H11N,0.4,0.73,-,240,HMDB0029615,5,0.61
2,87.09168,23.781,-,-,-,-,-,-,-,-1,-,-,-
3,87.09168,27.604,-,-,-,-,-,-,-,-1,-,-,-
4,87.09171,24.875,-,-,-,-,-,-,-,-1,-,-,-
5,88.07569,28.935,-,-,-,-,-,-,-,503,-,-,-
6,88.50909,29.008,-,-,-,-,-,-,-,568,-,-,-
7,89.10734,0.714,C00134,['Putrescine'],1,C4H12N2,0.47,0.66,-,645,OSI01239,2,0.59
7,89.10734,0.714,C02896,"['""alpha', 'omega-Diamine""']",1,C4H12N2,0.47,0.66,-,645,OSI01239,2,0.59
8,89.50675,29.017,-,-,-,-,-,-,-,681,-,-,-
9,89.50675,29.311,-,-,-,-,-,-,-,681,-,-,-
10,89.50679,29.122,-,-,-,-,-,-,-,681,-,-,-
11,90.055,0.805,C00041,['L-Alanine'],2,C3H7NO2,0.6,0.49,-,747,OSI00502,1,0.69
11,90.055,0.805,C00099,['beta-Alanine'],2,C3H7NO2,0.44,0.49,-,747,OSI00502,1,0.67
11,90.055,0.805,C00133,['D-Alanine'],2,C3H7NO2,0.6,0.49,-,747,OSI00502,1,0.69
11,90.055,0.805,C01401,['Alanine'],2,C3H7NO2,0.6,0.49,-,747,OSI00502,1,0.69
11,90.055,0.805,C00213,['Sarcosine'],2,C3H7NO2,0.4,0.35,-,747,OSI00335,2,0.58
11,90.055,0.805,C00213,['Sarcosine'],1,C3H7NO2,0.47,0.51,-,747,OSI00350,2,0.65
11,90.055,0.805,C00041,['L-Alanine'],1,C3H7NO2,0.63,0.54,-,747,OSI00514,2,0.72
11,90.055,0.805,C00133,['D-Alanine'],1,C3H7NO2,0.63,0.54,-,747,OSI00514,2,0.72
11,90.055,0.805,C01401,['Alanine'],1,C3H7NO2,0.63,0.54,-,747,OSI00514,2,0.72
11,90.055,0.805,OSI01525,['(R)-(+)-Lactamide'],2,C3H7NO2,0.4,0.48,-,747,C00349,2,0.64
12,90.05505,1.012,C00099,['beta-Alanine'],1,C3H7NO2,0.44,0.6,-,836,OSI00502,1,0.51
12,90.05505,1.012,C00213,['Sarcosine'],2,C3H7NO2,0.4,0.41,-,836,OSI00335,2,0.5
12,90.05505,1.012,C00213,['Sarcosine'],1,C3H7NO2,0.47,0.57,-,836,OSI00350,2,0.57
12,90.05505,1.012,OSI01525,['(R)-(+)-Lactamide'],1,C3H7NO2,0.4,0.64,-,836,C00349,2,0.53
13,90.09138,28.992,-,-,-,-,-,-,-,-1,-,-,-
14,90.52585,29.009,-,-,-,-,-,-,-,-1,-,-,-
15,90.52589,0.643,-,-,-,-,-,-,-,-1,-,-,-
16,90.97661,28.903,-,-,-,-,-,-,-,-1,-,-,-
17,90.97673,0.71,-,-,-,-,-,-,-,-1,-,-,-
18,91.00591,29.007,-,-,-,-,-,-,-,-1,-,-,-
19,91.00863,29.012,-,-,-,-,-,-,-,-1,-,-,-
20,91.0542,1.011,-,-,-,-,-,-,-,1012,-,-,-
21,91.05421,1.012,-,-,-,-,-,-,-,1012,-,-,-
22,91.05422,1.607,-,-,-,-,-,-,-,1012,-,-,-
23,91.50465,29.01,-,-,-,-,-,-,-,-1,-,-,-
24,93.06988,1.597,-,-,-,-,-,-,-,1019,-,-,-
25,93.50392,29.012,-,-,-,-,-,-,-,1020,-,-,-
26,94.04508,29.005,-,-,-,-,-,-,-,1027,-,-,-
27,94.04509,0.637,-,-,-,-,-,-,-,1025,-,-,-
28,94.05254,25.176,-,-,-,-,-,-,-,-1,-,-,-
29,94.05254,25.297,-,-,-,-,-,-,-,-1,-,-,-
30,94.05254,28.754,-,-,-,-,-,-,-,1027,-,-,-
31,94.05255,25.334,-,-,-,-,-,-,-,-1,-,-,-
32,94.05255,25.37,-,-,-,-,-,-,-,-1,-,-,-
33,95.04911,0.854,-,-,-,-,-,-,-,-1,-,-,-
34,95.04911,1.612,-,-,-,-,-,-,-,-1,-,-,-
35,96.08073,1.012,-,-,-,-,-,-,-,-1,-,-,-
36,96.92178,24.48,-,-,-,-,-,-,-,1327,-,-,-
37,96.92183,0.763,-,-,-,-,-,-,-,1317,-,-,-
38,97.07603,23.828,-,-,-,-,-,-,-,-1,-,-,-
39,97.07603,25.421,-,-,-,-,-,-,-,-1,-,-,-
40,97.07603,26.283,-,-,-,-,-,-,-,-1,-,-,-
41,97.07603,26.591,-,-,-,-,-,-,-,-1,-,-,-
42,97.07603,27.367,-,-,-,-,-,-,-,-1,-,-,-
43,97.07604,24.09,-,-,-,-,-,-,-,-1,-,-,-
44,97.07606,25.014,-,-,-,-,-,-,-,-1,-,-,-
45,97.07606,25.159,-,-,-,-,-,-,-,-1,-,-,-
46,97.07606,28.038,-,-,-,-,-,-,-,-1,-,-,-
47,97.07606,28.756,-,-,-,-,-,-,-,-1,-,-,-
48,97.51439,29.017,-,-,-,-,-,-,-,1735,-,-,-
49,97.99137,0.659,-,-,-,-,-,-,-,-1,-,-,-
50,98.01361,29.009,-,-,-,-,-,-,-,2033,-,-,-
51,98.51203,29.019,-,-,-,-,-,-,-,2508,-,-,-
52,98.51204,29.13,-,-,-,-,-,-,-,2385,-,-,-
53,98.91889,0.766,-,-,-,-,-,-,-,2642,-,-,-
54,98.98419,0.862,OSI00261,['Phosphoric acid'],1,H3O4P,0.52,0.56,-,2737,OSI01390,1,0.64
55,98.98421,1.062,OSI00261,['Phosphoric acid'],2,H3O4P,0.52,0.29,-,2738,OSI01390,1,0.58
56,99.05526,24.522,-,-,-,-,-,-,-,-1,-,-,-
57,99.05526,25.63,-,-,-,-,-,-,-,-1,-,-,-
58,99.05526,25.85,-,-,-,-,-,-,-,-1,-,-,-
59,99.05526,26.515,-,-,-,-,-,-,-,-1,-,-,-
60,99.05526,27.217,-,-,-,-,-,-,-,-1,-,-,-
61,99.05526,28.116,-,-,-,-,-,-,-,-1,-,-,-
62,99.05527,24.616,-,-,-,-,-,-,-,-1,-,-,-
63,99.05527,24.806,-,-,-,-,-,-,-,-1,-,-,-
64,99.05527,24.923,-,-,-,-,-,-,-,-1,-,-,-
65,99.05527,25.263,-,-,-,-,-,-,-,-1,-,-,-
66,99.05527,25.396,-,-,-,-,-,-,-,-1,-,-,-
67,99.05527,25.581,-,-,-,-,-,-,-,-1,-,-,-
68,99.05527,26.035,-,-,-,-,-,-,-,-1,-,-,-
69,99.05527,26.236,-,-,-,-,-,-,-,-1,-,-,-
70,99.05527,26.323,-,-,-,-,-,-,-,-1,-,-,-
71,99.05527,26.419,-,-,-,-,-,-,-,-1,-,-,-
72,99.05527,27.605,-,-,-,-,-,-,-,-1,-,-,-
73,99.05527,28.461,-,-,-,-,-,-,-,-1,-,-,-
74,99.05527,28.652,-,-,-,-,-,-,-,-1,-,-,-
75,99.05527,28.758,-,-,-,-,-,-,-,-1,-,-,-
76,99.05529,25.349,-,-,-,-,-,-,-,-1,-,-,-
77,99.05529,25.485,-,-,-,-,-,-,-,-1,-,-,-
78,99.05529,26.78,-,-,-,-,-,-,-,-1,-,-,-
79,99.05529,27.89,-,-,-,-,-,-,-,-1,-,-,-
80,99.05531,25.138,-,-,-,-,-,-,-,-1,-,-,-
81,99.05531,25.943,-,-,-,-,-,-,-,-1,-,-,-
82,99.09163,26.846,-,-,-,-,-,-,-,-1,-,-,-
83,99.09164,25.592,-,-,-,-,-,-,-,-1,-,-,-
84,99.09164,25.629,-,-,-,-,-,-,-,-1,-,-,-
85,99.09164,25.848,-,-,-,-,-,-,-,-1,-,-,-
86,99.09164,28.123,-,-,-,-,-,-,-,-1,-,-,-
87,99.09165,28.758,-,-,-,-,-,-,-,-1,-,-,-
88,100.01118,29.009,-,-,-,-,-,-,-,-1,-,-,-
89,100.02435,0.64,-,-,-,-,-,-,-,3316,-,-,-
90,100.06309,25.388,-,-,-,-,-,-,-,3370,-,-,-
91,100.06309,28.514,-,-,-,-,-,-,-,3351,-,-,-
92,100.06309,28.629,-,-,-,-,-,-,-,3357,-,-,-
93,100.06311,25.621,-,-,-,-,-,-,-,3326,-,-,-
94,100.06312,27.821,-,-,-,-,-,-,-,3336,-,-,-
95,100.06312,28.96,-,-,-,-,-,-,-,3381,-,-,-
96,100.07569,1.741,-,-,-,-,-,-,-,3531,-,-,-
97,100.11205,2.254,HMDB0032416,['2-Methylpiperidine'],3,C6H13N,0.48,-,-,-1,OSI00756,6,-
98,100.50999,29.011,-,-,-,-,-,-,-,-1,-,-,-
99,101.02516,0.64,-,-,-,-,-,-,-,3576,-,-,-
100,101.02518,0.642,-,-,-,-,-,-,-,3576,-,-,-
101,102.02189,0.645,-,-,-,-,-,-,-,3678,-,-,-
102,102.02191,0.644,-,-,-,-,-,-,-,3678,-,-,-
103,102.03386,29.008,-,-,-,-,-,-,-,3714,-,-,-
104,102.03386,29.107,-,-,-,-,-,-,-,3714,-,-,-
105,102.04633,1.609,-,-,-,-,-,-,-,3719,-,-,-
106,102.04635,1.606,-,-,-,-,-,-,-,3719,-,-,-
107,102.05495,1.009,C20905,['2-Iminobutanoate'],2,C4H7NO2,0.43,0.48,-,3832,OSI00335,2,0.61
107,102.05495,1.009,C20905,['2-Iminobutanoate'],1,C4H7NO2,0.41,0.73,-,3832,OSI00517,2,0.68
107,102.05495,1.009,C17234,['2-Aminobut-2-enoate'],1,C4H7NO2,0.41,0.67,-,3832,C00349,2,0.68
107,102.05495,1.009,C01234,['1-Aminocyclopropane-1-carboxylate'],1,C4H7NO2,0.4,0.72,-,3832,C00041,3,0.65
107,102.05495,1.009,HMDB0029615,['(S)-2-Azetidinecarboxylic acid'],2,C4H7NO2,0.46,0.46,-,3832,OSI00243,3,0.48
107,102.05495,1.009,HMDB0029615,['(S)-2-Azetidinecarboxylic acid'],1,C4H7NO2,0.4,1.0,-,3832,C01234,4,0.62
108,102.11514,0.582,-,-,-,-,-,-,-,3951,-,-,-
109,102.12772,0.857,-,-,-,-,-,-,-,3961,-,-,-
110,102.12772,0.977,-,-,-,-,-,-,-,3961,-,-,-
111,102.50919,29.012,-,-,-,-,-,-,-,-1,-,-,-
112,103.05827,1.02,-,-,-,-,-,-,-,-1,-,-,-
113,104.05282,1.005,-,-,-,-,-,-,-,4002,-,-,-
114,104.05284,2.949,-,-,-,-,-,-,-,4001,-,-,-
115,104.07059,0.802,OSI00564,['L(+)-2-Aminobutyric acid'],2,C4H9NO2,0.71,0.5,-,4010,OSI00502,1,0.74
115,104.07059,0.802,OSI00894,['D-2-Aminobutyric acid'],2,C4H9NO2,0.71,0.5,-,4010,OSI00502,1,0.74
115,104.07059,0.802,OSI01239,['4-Aminobutanoic acid'],2,C4H9NO2,0.4,0.5,-,4010,OSI00502,1,0.62
115,104.07059,0.802,C01205,['(R)-3-Amino-2-methylpropanoate'],2,C4H9NO2,0.53,0.5,-,4010,OSI00502,1,0.7
115,104.07059,0.802,C02721,['N-Methyl-L-alanine'],2,C4H9NO2,0.41,0.5,-,4010,OSI00502,1,0.55
115,104.07059,0.802,C03284,['L-3-Aminoisobutanoate'],2,C4H9NO2,0.53,0.5,-,4010,OSI00502,1,0.7
115,104.07059,0.802,HMDB0000650,['D-alpha-Aminobutyric acid'],2,C4H9NO2,0.71,0.5,-,4010,OSI00502,1,0.74
115,104.07059,0.802,HMDB0003911,['3-Aminoisobutanoic acid'],2,C4H9NO2,0.53,0.5,-,4010,OSI00502,1,0.7
115,104.07059,0.802,HMDB0031654,['3-Aminobutanoic acid'],2,C4H9NO2,0.53,0.5,-,4010,OSI00502,1,0.68
115,104.07059,0.802,OSI01239,['4-Aminobutanoic acid'],1,C4H9NO2,0.4,0.8,-,4010,OSI01390,1,0.71
115,104.07059,0.802,OSI00564,['L(+)-2-Aminobutyric acid'],1,C4H9NO2,0.46,0.53,-,4010,OSI00498,1,0.67
115,104.07059,0.802,OSI00894,['D-2-Aminobutyric acid'],1,C4H9NO2,0.46,0.53,-,4010,OSI00498,1,0.67
115,104.07059,0.802,HMDB0000650,['D-alpha-Aminobutyric acid'],1,C4H9NO2,0.46,0.53,-,4010,OSI00498,1,0.67
115,104.07059,0.802,C01205,['(R)-3-Amino-2-methylpropanoate'],1,C4H9NO2,0.42,0.53,-,4010,OSI01087,1,0.68
115,104.07059,0.802,C03284,['L-3-Aminoisobutanoate'],1,C4H9NO2,0.42,0.53,-,4010,OSI01087,1,0.68
115,104.07059,0.802,HMDB0003911,['3-Aminoisobutanoic acid'],1,C4H9NO2,0.42,0.53,-,4010,OSI01087,1,0.68
115,104.07059,0.802,HMDB0031654,['3-Aminobutanoic acid'],1,C4H9NO2,0.42,0.53,-,4010,OSI01087,1,0.66
115,104.07059,0.802,OSI01388,['2-Aminoisobutyric acid'],2,C4H9NO2,0.4,0.37,-,4010,OSI00335,2,0.59
115,104.07059,0.802,C11735,['N-Ethylglycine'],2,C4H9NO2,0.47,0.37,-,4010,OSI00335,2,0.53
115,104.07059,0.802,C02721,['N-Methyl-L-alanine'],1,C4H9NO2,0.49,0.68,-,4010,OSI00350,2,0.63
115,104.07059,0.802,C11735,['N-Ethylglycine'],1,C4H9NO2,0.43,0.68,-,4010,OSI00350,2,0.61
115,104.07059,0.802,OSI00408,"['""N', 'N-Dimethylglycine""']",1,C4H9NO2,0.41,0.58,-,4010,OSI00514,2,0.58
115,104.07059,0.802,OSI01388,['2-Aminoisobutyric acid'],1,C4H9NO2,0.43,0.58,-,4010,OSI00514,2,0.66
116,104.07059,1.044,C02721,['N-Methyl-L-alanine'],2,C4H9NO2,0.41,0.19,-,4146,OSI00502,1,0.53
116,104.07059,1.044,C11735,['N-Ethylglycine'],2,C4H9NO2,0.47,0.12,-,4146,OSI00335,2,0.53
116,104.07059,1.044,OSI00408,"['""N', 'N-Dimethylglycine""']",2,C4H9NO2,0.41,0.42,-,4146,OSI00514,2,0.6
117,104.10695,16.707,-,-,-,-,-,-,-,4195,-,-,-
118,104.10696,24.444,-,-,-,-,-,-,-,4203,-,-,-
119,105.00336,0.658,-,-,-,-,-,-,-,4214,-,-,-
120,105.01599,29.033,-,-,-,-,-,-,-,4215,-,-,-
121,105.0423,28.969,-,-,-,-,-,-,-,4239,-,-,-
122,106.00412,0.657,-,-,-,-,-,-,-,4247,-,-,-
123,106.07302,1.564,-,-,-,-,-,-,-,4440,-,-,-
124,106.95061,0.707,-,-,-,-,-,-,-,4444,-,-,-
125,107.00082,0.643,-,-,-,-,-,-,-,4446,-,-,-
126,107.04909,1.602,-,-,-,-,-,-,-,4453,-,-,-
127,107.0491,1.005,-,-,-,-,-,-,-,4510,-,-,-
128,107.07644,1.563,-,-,-,-,-,-,-,4604,-,-,-
129,108.08265,1.569,-,-,-,-,-,-,-,-1,-,-,-
130,108.11903,0.802,-,-,-,-,-,-,-,4636,-,-,-
131,108.13205,1.218,-,-,-,-,-,-,-,4744,-,-,-
132,108.13224,0.795,-,-,-,-,-,-,-,5137,-,-,-
133,108.15285,0.81,-,-,-,-,-,-,-,5345,-,-,-
134,109.02241,29.111,-,-,-,-,-,-,-,-1,-,-,-
135,109.02242,29.012,-,-,-,-,-,-,-,-1,-,-,-
136,109.07603,1.01,-,-,-,-,-,-,-,-1,-,-,-
137,109.52163,29.135,-,-,-,-,-,-,-,5676,-,-,-
138,109.52164,29.014,-,-,-,-,-,-,-,5675,-,-,-
139,110.02004,29.118,-,-,-,-,-,-,-,5883,-,-,-
140,110.0201,29.213,-,-,-,-,-,-,-,5883,-,-,-
141,110.0202,29.018,-,-,-,-,-,-,-,5978,-,-,-
142,110.07126,23.774,-,-,-,-,-,-,-,-1,-,-,-
143,110.07126,25.335,-,-,-,-,-,-,-,6117,-,-,-
144,110.07127,23.378,-,-,-,-,-,-,-,-1,-,-,-
145,110.07127,24.018,-,-,-,-,-,-,-,-1,-,-,-
146,110.07127,28.808,-,-,-,-,-,-,-,-1,-,-,-
147,110.07129,0.679,-,-,-,-,-,-,-,6120,-,-,-
148,110.52029,29.121,-,-,-,-,-,-,-,-1,-,-,-
149,111.0202,29.009,-,-,-,-,-,-,-,6445,-,-,-
150,111.02021,29.008,-,-,-,-,-,-,-,6445,-,-,-
151,111.03909,29.008,-,-,-,-,-,-,-,-1,-,-,-
152,111.06787,3.337,-,-,-,-,-,-,-,-1,-,-,-
153,111.09164,23.828,-,-,-,-,-,-,-,-1,-,-,-
154,111.09164,25.604,-,-,-,-,-,-,-,-1,-,-,-
155,111.09167,28.038,-,-,-,-,-,-,-,-1,-,-,-
156,111.09167,28.715,-,-,-,-,-,-,-,-1,-,-,-
157,111.09167,28.808,-,-,-,-,-,-,-,-1,-,-,-
158,112.00623,0.648,-,-,-,-,-,-,-,6888,-,-,-
159,112.0505,25.586,-,-,-,-,-,-,-,6939,-,-,-
160,112.0505,26.155,-,-,-,-,-,-,-,6963,-,-,-
161,112.05051,26.584,-,-,-,-,-,-,-,6953,-,-,-
162,112.06307,26.306,-,-,-,-,-,-,-,-1,-,-,-
163,112.06307,26.77,-,-,-,-,-,-,-,-1,-,-,-
164,112.06308,25.598,-,-,-,-,-,-,-,-1,-,-,-
165,112.06308,28.455,-,-,-,-,-,-,-,-1,-,-,-
166,112.08044,1.566,-,-,-,-,-,-,-,6966,-,-,-
167,112.08688,28.808,-,-,-,-,-,-,-,-1,-,-,-
168,112.08689,23.782,-,-,-,-,-,-,-,-1,-,-,-
169,112.0869,24.09,-,-,-,-,-,-,-,-1,-,-,-
170,113.01669,29.013,-,-,-,-,-,-,-,-1,-,-,-
171,113.07089,25.203,-,-,-,-,-,-,-,7377,-,-,-
172,113.07089,25.398,-,-,-,-,-,-,-,7371,-,-,-
173,113.07089,25.6,-,-,-,-,-,-,-,7392,-,-,-
174,113.0709,24.849,-,-,-,-,-,-,-,7377,-,-,-
175,113.0709,25.851,-,-,-,-,-,-,-,7384,-,-,-
176,113.0709,26.856,-,-,-,-,-,-,-,7383,-,-,-
177,113.07091,25.299,-,-,-,-,-,-,-,7371,-,-,-
178,113.07092,25.108,-,-,-,-,-,-,-,7377,-,-,-
179,113.07092,25.152,-,-,-,-,-,-,-,7377,-,-,-
180,113.07092,25.495,-,-,-,-,-,-,-,7374,-,-,-
181,113.07092,27.362,-,-,-,-,-,-,-,7375,-,-,-
182,113.07092,28.52,-,-,-,-,-,-,-,-1,-,-,-
183,113.07092,28.561,-,-,-,-,-,-,-,-1,-,-,-
184,113.07092,28.995,-,-,-,-,-,-,-,-1,-,-,-
185,113.08379,1.56,-,-,-,-,-,-,-,-1,-,-,-
186,113.10728,25.631,-,-,-,-,-,-,-,-1,-,-,-
187,113.10729,25.184,-,-,-,-,-,-,-,-1,-,-,-
188,113.13241,20.76,-,-,-,-,-,-,-,-1,-,-,-
189,113.51733,29.021,-,-,-,-,-,-,-,7438,-,-,-
190,113.9637,29.303,-,-,-,-,-,-,-,7592,-,-,-
191,114.06623,24.527,-,-,-,-,-,-,-,8241,-,-,-
192,114.10257,25.63,-,-,-,-,-,-,-,-1,-,-,-
193,114.51645,29.018,-,-,-,-,-,-,-,9109,-,-,-
194,114.51881,29.01,-,-,-,-,-,-,-,9109,-,-,-
195,114.89284,0.77,-,-,-,-,-,-,-,9176,-,-,-
196,115.05016,28.854,-,-,-,-,-,-,-,-1,-,-,-
197,115.05017,25.889,-,-,-,-,-,-,-,-1,-,-,-
198,115.05017,28.56,-,-,-,-,-,-,-,-1,-,-,-
199,115.05022,26.296,-,-,-,-,-,-,-,-1,-,-,-
200,115.05022,26.712,-,-,-,-,-,-,-,-1,-,-,-
201,115.05022,28.444,-,-,-,-,-,-,-,-1,-,-,-
202,115.05022,28.714,-,-,-,-,-,-,-,-1,-,-,-
203,116.07061,0.809,OSI00352,['N-Methylacetoacetamide'],1,C5H9NO2,0.43,0.65,-,9694,OSI00386,1,0.6
203,116.07061,0.809,HMDB0030409,['4-Amino-2-methylenebutanoic acid'],2,C5H9NO2,0.4,0.48,-,9694,OSI00335,2,0.57
203,116.07061,0.809,HMDB0030409,['4-Amino-2-methylenebutanoic acid'],1,C5H9NO2,0.44,0.84,-,9694,OSI00530,2,0.69
203,116.07061,0.809,C18170,['3-Acetamidopropanal'],1,C5H9NO2,0.5,0.78,-,9694,C01165,2,0.65
203,116.07061,0.809,OSI00756,['D-Pyrrolidine-2-carboxylic acid'],2,C5H9NO2,0.58,0.46,-,9694,OSI00243,3,0.67
203,116.07061,0.809,OSI00780,['Dl-Proline'],2,C5H9NO2,0.58,0.46,-,9694,OSI00243,3,0.67
203,116.07061,0.809,OSI00756,['D-Pyrrolidine-2-carboxylic acid'],1,C5H9NO2,0.85,0.9,-,9694,HMDB0029615,5,0.88
203,116.07061,0.809,OSI00780,['Dl-Proline'],1,C5H9NO2,0.85,0.9,-,9694,HMDB0029615,5,0.88
204,116.07061,1.048,OSI00352,['N-Methylacetoacetamide'],1,C5H9NO2,0.43,0.55,-,9714,OSI00386,1,0.66
204,116.07061,1.048,HMDB0030409,['4-Amino-2-methylenebutanoic acid'],2,C5H9NO2,0.4,0.19,-,9714,OSI00335,2,0.51
204,116.07061,1.048,HMDB0030409,['4-Amino-2-methylenebutanoic acid'],1,C5H9NO2,0.44,0.59,-,9714,OSI00530,2,0.64
204,116.07061,1.048,C18170,['3-Acetamidopropanal'],1,C5H9NO2,0.5,0.63,-,9714,C01165,2,0.71
205,116.52412,29.04,-,-,-,-,-,-,-,-1,-,-,-
206,117.05719,2.442,-,-,-,-,-,-,-,-1,-,-,-
207,117.06979,16.247,-,-,-,-,-,-,-,-1,-,-,-
208,117.99043,0.629,-,-,-,-,-,-,-,-1,-,-,-
209,118.03489,0.638,-,-,-,-,-,-,-,9737,-,-,-
210,118.06102,28.992,-,-,-,-,-,-,-,9739,-,-,-
211,118.06508,1.012,-,-,-,-,-,-,-,9738,-,-,-
212,118.06508,1.594,-,-,-,-,-,-,-,9742,-,-,-
213,118.0862,0.95,OSI00335,['Norvaline'],1,C5H11NO2,0.65,0.59,-,9838,OSI00502,1,0.62
213,118.0862,0.95,OSI00492,['L-Valine'],1,C5H11NO2,0.5,0.59,-,9838,OSI00502,1,0.59
213,118.0862,0.95,OSI00748,['D-Valine'],1,C5H11NO2,0.5,0.59,-,9838,OSI00502,1,0.59
213,118.0862,0.95,OSI00766,['D-Norvaline'],1,C5H11NO2,0.65,0.59,-,9838,OSI00502,1,0.62
213,118.0862,0.95,OSI00775,['Dl-Valine'],1,C5H11NO2,0.5,0.59,-,9838,OSI00502,1,0.59
213,118.0862,0.95,OSI00783,['Dl-Norvaline'],1,C5H11NO2,0.65,0.59,-,9838,OSI00502,1,0.62
213,118.0862,0.95,OSI00784,['Dl-Norleucine'],1,C6H13NO2,0.6,0.59,-,9838,OSI00502,1,0.74
213,118.0862,0.95,HMDB0013716,['Norvaline'],1,C5H11NO2,0.65,0.59,-,9838,OSI00502,1,0.62
213,118.0862,0.95,OSI01187,['5-Aminovaleric acid'],2,C5H11NO2,0.41,0.39,-,9838,OSI00350,2,0.46
213,118.0862,0.95,C15987,['4-Methylaminobutyrate'],2,C5H11NO2,0.53,0.39,-,9838,OSI00350,2,0.54
213,118.0862,0.95,OSI01187,['5-Aminovaleric acid'],1,C5H11NO2,0.45,1.0,-,9838,OSI00784,2,0.66
213,118.0862,0.95,C15987,['4-Methylaminobutyrate'],1,C5H11NO2,0.45,1.0,-,9838,OSI00784,2,0.7
213,118.0862,0.95,HMDB0002141,['N-Methyl-a-aminoisobutyric acid'],1,C5H11NO2,0.47,0.53,-,9838,C02115,3,0.65
213,118.0862,0.95,C00719,['Betaine'],2,C5H11NO2,0.48,0.21,-,9838,HMDB0000378,3,0.54
214,118.0862,28.994,-,-,-,-,-,-,-,10106,-,-,-
215,118.08623,0.839,OSI00335,['Norvaline'],1,C5H11NO2,0.65,0.53,-,9840,OSI00502,1,0.7
215,118.08623,0.839,OSI00492,['L-Valine'],1,C5H11NO2,0.5,0.53,-,9840,OSI00502,1,0.67
215,118.08623,0.839,OSI00748,['D-Valine'],1,C5H11NO2,0.5,0.53,-,9840,OSI00502,1,0.67
215,118.08623,0.839,OSI00766,['D-Norvaline'],1,C5H11NO2,0.65,0.53,-,9840,OSI00502,1,0.7
215,118.08623,0.839,OSI00775,['Dl-Valine'],1,C5H11NO2,0.5,0.53,-,9840,OSI00502,1,0.67
215,118.08623,0.839,OSI00783,['Dl-Norvaline'],1,C5H11NO2,0.65,0.53,-,9840,OSI00502,1,0.7
215,118.08623,0.839,OSI00784,['Dl-Norleucine'],1,C6H13NO2,0.6,0.53,-,9840,OSI00502,1,0.66
215,118.08623,0.839,HMDB0013716,['Norvaline'],1,C5H11NO2,0.65,0.53,-,9840,OSI00502,1,0.7
215,118.08623,0.839,OSI01187,['5-Aminovaleric acid'],2,C5H11NO2,0.41,0.33,-,9840,OSI00350,2,0.55
215,118.08623,0.839,C15987,['4-Methylaminobutyrate'],2,C5H11NO2,0.53,0.33,-,9840,OSI00350,2,0.62
215,118.08623,0.839,OSI01187,['5-Aminovaleric acid'],1,C5H11NO2,0.45,1.0,-,9840,OSI00784,2,0.76
215,118.08623,0.839,C15987,['4-Methylaminobutyrate'],1,C5H11NO2,0.45,1.0,-,9840,OSI00784,2,0.8
215,118.08623,0.839,HMDB0002141,['N-Methyl-a-aminoisobutyric acid'],2,C5H11NO2,0.47,0.48,-,9840,C02115,3,0.57
215,118.08623,0.839,C00719,['Betaine'],2,C5H11NO2,0.48,0.16,-,9840,HMDB0000378,3,0.45
216,119.04912,1.012,-,-,-,-,-,-,-,-1,-,-,-
217,120.02544,22.92,-,-,-,-,-,-,-,-1,-,-,-
218,120.02544,23.078,-,-,-,-,-,-,-,-1,-,-,-
219,120.06554,1.331,-,-,-,-,-,-,-,10416,-,-,-
220,120.0656,0.811,OSI00525,['L-Homoserine'],2,C4H9NO3,0.76,0.39,-,10537,OSI00502,1,0.64
220,120.0656,0.811,OSI00779,['Dl-Threonine'],2,C4H9NO3,0.56,0.39,-,10537,OSI00502,1,0.6
220,120.0656,0.811,OSI00793,['Dl-Homoserine'],2,C4H9NO3,0.76,0.39,-,10537,OSI00502,1,0.64
220,120.0656,0.811,C00820,['D-Threonine'],2,C4H9NO3,0.56,0.39,-,10537,OSI00502,1,0.6
220,120.0656,0.811,C02115,['2-Methylserine'],2,C4H9NO3,0.5,0.39,-,10537,OSI00502,1,0.58
220,120.0656,0.811,C03678,['4-Amino-3-hydroxybutanoate'],2,C4H9NO3,0.49,0.39,-,10537,OSI00502,1,0.59
220,120.0656,0.811,C05519,['L-Allothreonine'],2,C4H9NO3,0.56,0.39,-,10537,OSI00502,1,0.6
220,120.0656,0.811,C12317,['D-Allothreonine'],2,C4H9NO3,0.56,0.39,-,10537,OSI00502,1,0.6
220,120.0656,0.811,OSI00525,['L-Homoserine'],1,C4H9NO3,0.43,0.55,-,10537,OSI00386,1,0.59
220,120.0656,0.811,OSI00793,['Dl-Homoserine'],1,C4H9NO3,0.43,0.55,-,10537,OSI00386,1,0.59
220,120.0656,0.811,OSI00779,['Dl-Threonine'],1,C4H9NO3,0.51,0.53,-,10537,OSI00335,2,0.63
220,120.0656,0.811,C00820,['D-Threonine'],1,C4H9NO3,0.51,0.53,-,10537,OSI00335,2,0.63
