ID,m/z,RT,ID,Name,Grade,Formula,Sim1,Sim2,Adduct,MS2_ID,Match_Seed,Level,Score
3880,766.53723,22.545,HMDB0009421,"['""PE(20:4(8Z', '11Z', '14Z', '17Z)/18:1(11Z))""']",2,C43H76NO8P,0.51,0.47,-,56502,OSI00662,1,0.55
3880,766.53723,22.545,HMDB0009422,"['""PE(20:4(8Z', '11Z', '14Z', '17Z)/18:1(9Z))""']",2,C43H76NO8P,0.51,0.47,-,56502,OSI00662,1,0.55
3880,766.53723,22.545,HMDB0009453,"['""PE(20:5(5Z', '8Z', '11Z', '14Z', '17Z)/18:0)""']",2,C43H76NO8P,0.53,0.47,-,56502,OSI00662,1,0.55
3880,766.53723,22.545,HMDB0009584,"['""PE(22:4(7Z', '10Z', '13Z', '16Z)/16:1(9Z))""']",2,C43H76NO8P,0.48,0.47,-,56502,OSI00662,1,0.54
3880,766.53723,22.545,HMDB0009616,"['""PE(22:5(4Z', '7Z', '10Z', '13Z', '16Z)/16:0)""']",2,C43H76NO8P,0.53,0.47,-,56502,OSI00662,1,0.55
3880,766.53723,22.545,HMDB0009649,"['""PE(22:5(7Z', '10Z', '13Z', '16Z', '19Z)/16:0)""']",2,C43H76NO8P,0.53,0.47,-,56502,OSI00662,1,0.55
3880,766.53723,22.545,HMDB0007951,"['""PC(15:0/20:5(5Z', '8Z', '11Z', '14Z', '17Z))""']",1,C43H76NO8P,0.49,0.53,-,56502,OSI00733,2,0.56
3880,766.53723,22.545,HMDB0008494,"['""PC(20:5(5Z', '8Z', '11Z', '14Z', '17Z)/15:0)""']",1,C43H76NO8P,0.49,0.53,-,56502,OSI00733,2,0.56
3880,766.53723,22.545,HMDB0008944,"['""PE(16:0/22:5(4Z', '7Z', '10Z', '13Z', '16Z))""']",1,C43H76NO8P,0.55,0.53,-,56502,OSI00733,2,0.58
3880,766.53723,22.545,HMDB0008945,"['""PE(16:0/22:5(7Z', '10Z', '13Z', '16Z', '19Z))""']",1,C43H76NO8P,0.53,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0008976,"['""PE(16:1(9Z)/22:4(7Z', '10Z', '13Z', '16Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009005,"['""PE(18:0/20:5(5Z', '8Z', '11Z', '14Z', '17Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009036,"['""PE(18:1(11Z)/20:4(5Z', '8Z', '11Z', '14Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009037,"['""PE(18:1(11Z)/20:4(8Z', '11Z', '14Z', '17Z))""']",1,C43H76NO8P,0.55,0.53,-,56502,OSI00733,2,0.58
3880,766.53723,22.545,HMDB0009069,"['""PE(18:1(9Z)/20:4(5Z', '8Z', '11Z', '14Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009070,"['""PE(18:1(9Z)/20:4(8Z', '11Z', '14Z', '17Z))""']",1,C43H76NO8P,0.55,0.53,-,56502,OSI00733,2,0.58
3880,766.53723,22.545,HMDB0009100,"['""PE(18:2(9Z', '12Z)/20:3(5Z', '8Z', '11Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009101,"['""PE(18:2(9Z', '12Z)/20:3(8Z', '11Z', '14Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009132,"['""PE(18:3(6Z', '9Z', '12Z)/20:2(11Z', '14Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009165,"['""PE(18:3(9Z', '12Z', '15Z)/20:2(11Z', '14Z))""']",1,C43H76NO8P,0.55,0.53,-,56502,OSI00733,2,0.58
3880,766.53723,22.545,HMDB0009197,"['""PE(18:4(6Z', '9Z', '12Z', '15Z)/20:1(11Z))""']",1,C43H76NO8P,0.55,0.53,-,56502,OSI00733,2,0.58
3880,766.53723,22.545,HMDB0009261,"['""PE(20:1(11Z)/18:4(6Z', '9Z', '12Z', '15Z))""']",1,C43H76NO8P,0.55,0.53,-,56502,OSI00733,2,0.58
3880,766.53723,22.545,HMDB0009292,"['""PE(20:2(11Z', '14Z)/18:3(6Z', '9Z', '12Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009293,"['""PE(20:2(11Z', '14Z)/18:3(9Z', '12Z', '15Z))""']",1,C43H76NO8P,0.55,0.53,-,56502,OSI00733,2,0.58
3880,766.53723,22.545,HMDB0009324,"['""PE(20:3(5Z', '8Z', '11Z)/18:2(9Z', '12Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009357,"['""PE(20:3(8Z', '11Z', '14Z)/18:2(9Z', '12Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009388,"['""PE(20:4(5Z', '8Z', '11Z', '14Z)/18:1(11Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009389,"['""PE(20:4(5Z', '8Z', '11Z', '14Z)/18:1(9Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009421,"['""PE(20:4(8Z', '11Z', '14Z', '17Z)/18:1(11Z))""']",1,C43H76NO8P,0.55,0.53,-,56502,OSI00733,2,0.58
3880,766.53723,22.545,HMDB0009422,"['""PE(20:4(8Z', '11Z', '14Z', '17Z)/18:1(9Z))""']",1,C43H76NO8P,0.55,0.53,-,56502,OSI00733,2,0.58
3880,766.53723,22.545,HMDB0009453,"['""PE(20:5(5Z', '8Z', '11Z', '14Z', '17Z)/18:0)""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009584,"['""PE(22:4(7Z', '10Z', '13Z', '16Z)/16:1(9Z))""']",1,C43H76NO8P,0.52,0.53,-,56502,OSI00733,2,0.57
3880,766.53723,22.545,HMDB0009616,"['""PE(22:5(4Z', '7Z', '10Z', '13Z', '16Z)/16:0)""']",1,C43H76NO8P,0.55,0.53,-,56502,OSI00733,2,0.58
3880,766.53723,22.545,HMDB0009649,"['""PE(22:5(7Z', '10Z', '13Z', '16Z', '19Z)/16:0)""']",1,C43H76NO8P,0.53,0.53,-,56502,OSI00733,2,0.57
3881,766.57288,22.629,HMDB0008194,"['""PC(18:3(6Z', '9Z', '12Z)/P-18:1(11Z))""']",2,C44H80NO7P,0.47,0.22,-,56523,OSI00662,1,0.44
3881,766.57288,22.629,HMDB0008195,"['""PC(18:3(6Z', '9Z', '12Z)/P-18:1(9Z))""']",2,C44H80NO7P,0.47,0.22,-,56523,OSI00662,1,0.44
3881,766.57288,22.629,HMDB0008227,"['""PC(18:3(9Z', '12Z', '15Z)/P-18:1(11Z))""']",2,C44H80NO7P,0.5,0.22,-,56523,OSI00662,1,0.45
3881,766.57288,22.629,HMDB0008228,"['""PC(18:3(9Z', '12Z', '15Z)/P-18:1(9Z))""']",2,C44H80NO7P,0.5,0.22,-,56523,OSI00662,1,0.45
3881,766.57288,22.629,HMDB0008259,"['""PC(18:4(6Z', '9Z', '12Z', '15Z)/P-18:0)""']",2,C44H80NO7P,0.52,0.22,-,56523,OSI00662,1,0.46
3881,766.57288,22.629,HMDB0008455,"['""PC(20:4(5Z', '8Z', '11Z', '14Z)/P-16:0)""']",2,C44H80NO7P,0.5,0.22,-,56523,OSI00662,1,0.45
3881,766.57288,22.629,HMDB0008488,"['""PC(20:4(8Z', '11Z', '14Z', '17Z)/P-16:0)""']",2,C44H80NO7P,0.52,0.22,-,56523,OSI00662,1,0.46
3881,766.57288,22.629,HMDB0011220,"['""PC(P-16:0/20:4(5Z', '8Z', '11Z', '14Z))""']",2,C44H80NO7P,0.47,0.22,-,56523,OSI00662,1,0.45
3881,766.57288,22.629,HMDB0011221,"['""PC(P-16:0/20:4(8Z', '11Z', '14Z', '17Z))""']",2,C44H80NO7P,0.49,0.22,-,56523,OSI00662,1,0.46
3881,766.57288,22.629,HMDB0011247,"['""PC(P-18:0/18:4(6Z', '9Z', '12Z', '15Z))""']",2,C44H80NO7P,0.49,0.22,-,56523,OSI00662,1,0.46
3881,766.57288,22.629,HMDB0011278,"['""PC(P-18:1(11Z)/18:3(6Z', '9Z', '12Z))""']",2,C44H80NO7P,0.44,0.22,-,56523,OSI00662,1,0.44
3881,766.57288,22.629,HMDB0011279,"['""PC(P-18:1(11Z)/18:3(9Z', '12Z', '15Z))""']",2,C44H80NO7P,0.47,0.22,-,56523,OSI00662,1,0.45
3881,766.57288,22.629,HMDB0011311,"['""PC(P-18:1(9Z)/18:3(6Z', '9Z', '12Z))""']",2,C44H80NO7P,0.44,0.22,-,56523,OSI00662,1,0.44
3881,766.57288,22.629,HMDB0011312,"['""PC(P-18:1(9Z)/18:3(9Z', '12Z', '15Z))""']",2,C44H80NO7P,0.47,0.22,-,56523,OSI00662,1,0.45
3881,766.57288,22.629,HMDB0013415,"['""PC(O-16:1(9Z)/20:4(8Z', '11Z', '14Z', '17Z))""']",2,C44H80NO7P,0.44,0.22,-,56523,OSI00662,1,0.44
3881,766.57288,22.629,HMDB0039528,"['""PC(O-16:0/20:5(5Z', '8Z', '11Z', '14Z', '17Z))""']",2,C44H80NO7P,0.48,0.22,-,56523,OSI00662,1,0.46
3881,766.57288,22.629,HMDB0008194,"['""PC(18:3(6Z', '9Z', '12Z)/P-18:1(11Z))""']",1,C44H80NO7P,0.66,0.65,-,56523,OSI01447,2,0.63
3881,766.57288,22.629,HMDB0008195,"['""PC(18:3(6Z', '9Z', '12Z)/P-18:1(9Z))""']",1,C44H80NO7P,0.66,0.65,-,56523,OSI01447,2,0.63
3881,766.57288,22.629,HMDB0008227,"['""PC(18:3(9Z', '12Z', '15Z)/P-18:1(11Z))""']",1,C44H80NO7P,0.69,0.65,-,56523,OSI01447,2,0.64
3881,766.57288,22.629,HMDB0008228,"['""PC(18:3(9Z', '12Z', '15Z)/P-18:1(9Z))""']",1,C44H80NO7P,0.69,0.65,-,56523,OSI01447,2,0.64
3881,766.57288,22.629,HMDB0008259,"['""PC(18:4(6Z', '9Z', '12Z', '15Z)/P-18:0)""']",1,C44H80NO7P,0.7,0.65,-,56523,OSI01447,2,0.64
3881,766.57288,22.629,HMDB0008455,"['""PC(20:4(5Z', '8Z', '11Z', '14Z)/P-16:0)""']",1,C44H80NO7P,0.69,0.65,-,56523,OSI01447,2,0.64
3881,766.57288,22.629,HMDB0008488,"['""PC(20:4(8Z', '11Z', '14Z', '17Z)/P-16:0)""']",1,C44H80NO7P,0.7,0.65,-,56523,OSI01447,2,0.64
3881,766.57288,22.629,HMDB0011220,"['""PC(P-16:0/20:4(5Z', '8Z', '11Z', '14Z))""']",1,C44H80NO7P,0.66,0.65,-,56523,OSI01447,2,0.64
3881,766.57288,22.629,HMDB0011221,"['""PC(P-16:0/20:4(8Z', '11Z', '14Z', '17Z))""']",1,C44H80NO7P,0.68,0.65,-,56523,OSI01447,2,0.65
3881,766.57288,22.629,HMDB0011247,"['""PC(P-18:0/18:4(6Z', '9Z', '12Z', '15Z))""']",1,C44H80NO7P,0.68,0.65,-,56523,OSI01447,2,0.65
3881,766.57288,22.629,HMDB0011278,"['""PC(P-18:1(11Z)/18:3(6Z', '9Z', '12Z))""']",1,C44H80NO7P,0.64,0.65,-,56523,OSI01447,2,0.63
3881,766.57288,22.629,HMDB0011279,"['""PC(P-18:1(11Z)/18:3(9Z', '12Z', '15Z))""']",1,C44H80NO7P,0.66,0.65,-,56523,OSI01447,2,0.64
3881,766.57288,22.629,HMDB0011311,"['""PC(P-18:1(9Z)/18:3(6Z', '9Z', '12Z))""']",1,C44H80NO7P,0.64,0.65,-,56523,OSI01447,2,0.63
3881,766.57288,22.629,HMDB0011312,"['""PC(P-18:1(9Z)/18:3(9Z', '12Z', '15Z))""']",1,C44H80NO7P,0.66,0.65,-,56523,OSI01447,2,0.64
3881,766.57288,22.629,HMDB0013415,"['""PC(O-16:1(9Z)/20:4(8Z', '11Z', '14Z', '17Z))""']",1,C44H80NO7P,0.63,0.65,-,56523,OSI01447,2,0.63
3881,766.57288,22.629,HMDB0039528,"['""PC(O-16:0/20:5(5Z', '8Z', '11Z', '14Z', '17Z))""']",1,C44H80NO7P,0.67,0.65,-,56523,OSI01447,2,0.64
3882,766.57336,22.13,HMDB0008194,"['""PC(18:3(6Z', '9Z', '12Z)/P-18:1(11Z))""']",2,C44H80NO7P,0.47,0.32,-,56526,OSI00662,1,0.51
3882,766.57336,22.13,HMDB0008195,"['""PC(18:3(6Z', '9Z', '12Z)/P-18:1(9Z))""']",2,C44H80NO7P,0.47,0.32,-,56526,OSI00662,1,0.51
3882,766.57336,22.13,HMDB0008227,"['""PC(18:3(9Z', '12Z', '15Z)/P-18:1(11Z))""']",2,C44H80NO7P,0.5,0.32,-,56526,OSI00662,1,0.51
3882,766.57336,22.13,HMDB0008228,"['""PC(18:3(9Z', '12Z', '15Z)/P-18:1(9Z))""']",2,C44H80NO7P,0.5,0.32,-,56526,OSI00662,1,0.51
3882,766.57336,22.13,HMDB0008259,"['""PC(18:4(6Z', '9Z', '12Z', '15Z)/P-18:0)""']",2,C44H80NO7P,0.52,0.32,-,56526,OSI00662,1,0.52
3882,766.57336,22.13,HMDB0008455,"['""PC(20:4(5Z', '8Z', '11Z', '14Z)/P-16:0)""']",2,C44H80NO7P,0.5,0.32,-,56526,OSI00662,1,0.52
3882,766.57336,22.13,HMDB0008488,"['""PC(20:4(8Z', '11Z', '14Z', '17Z)/P-16:0)""']",2,C44H80NO7P,0.52,0.32,-,56526,OSI00662,1,0.52
3882,766.57336,22.13,HMDB0011220,"['""PC(P-16:0/20:4(5Z', '8Z', '11Z', '14Z))""']",2,C44H80NO7P,0.47,0.32,-,56526,OSI00662,1,0.51
3882,766.57336,22.13,HMDB0011221,"['""PC(P-16:0/20:4(8Z', '11Z', '14Z', '17Z))""']",2,C44H80NO7P,0.49,0.32,-,56526,OSI00662,1,0.52
3882,766.57336,22.13,HMDB0011247,"['""PC(P-18:0/18:4(6Z', '9Z', '12Z', '15Z))""']",2,C44H80NO7P,0.49,0.32,-,56526,OSI00662,1,0.52
3882,766.57336,22.13,HMDB0011278,"['""PC(P-18:1(11Z)/18:3(6Z', '9Z', '12Z))""']",2,C44H80NO7P,0.44,0.32,-,56526,OSI00662,1,0.5
3882,766.57336,22.13,HMDB0011279,"['""PC(P-18:1(11Z)/18:3(9Z', '12Z', '15Z))""']",2,C44H80NO7P,0.47,0.32,-,56526,OSI00662,1,0.51
3882,766.57336,22.13,HMDB0011311,"['""PC(P-18:1(9Z)/18:3(6Z', '9Z', '12Z))""']",2,C44H80NO7P,0.44,0.32,-,56526,OSI00662,1,0.51
3882,766.57336,22.13,HMDB0011312,"['""PC(P-18:1(9Z)/18:3(9Z', '12Z', '15Z))""']",2,C44H80NO7P,0.47,0.32,-,56526,OSI00662,1,0.51
3882,766.57336,22.13,HMDB0013415,"['""PC(O-16:1(9Z)/20:4(8Z', '11Z', '14Z', '17Z))""']",2,C44H80NO7P,0.44,0.32,-,56526,OSI00662,1,0.5
3882,766.57336,22.13,HMDB0039528,"['""PC(O-16:0/20:5(5Z', '8Z', '11Z', '14Z', '17Z))""']",2,C44H80NO7P,0.48,0.32,-,56526,OSI00662,1,0.52
3882,766.57336,22.13,HMDB0008194,"['""PC(18:3(6Z', '9Z', '12Z)/P-18:1(11Z))""']",1,C44H80NO7P,0.66,0.59,-,56526,OSI01447,2,0.64
3882,766.57336,22.13,HMDB0008195,"['""PC(18:3(6Z', '9Z', '12Z)/P-18:1(9Z))""']",1,C44H80NO7P,0.66,0.59,-,56526,OSI01447,2,0.64
3882,766.57336,22.13,HMDB0008227,"['""PC(18:3(9Z', '12Z', '15Z)/P-18:1(11Z))""']",1,C44H80NO7P,0.69,0.59,-,56526,OSI01447,2,0.65
3882,766.57336,22.13,HMDB0008228,"['""PC(18:3(9Z', '12Z', '15Z)/P-18:1(9Z))""']",1,C44H80NO7P,0.69,0.59,-,56526,OSI01447,2,0.65
3882,766.57336,22.13,HMDB0008259,"['""PC(18:4(6Z', '9Z', '12Z', '15Z)/P-18:0)""']",1,C44H80NO7P,0.7,0.59,-,56526,OSI01447,2,0.66
3882,766.57336,22.13,HMDB0008455,"['""PC(20:4(5Z', '8Z', '11Z', '14Z)/P-16:0)""']",1,C44H80NO7P,0.69,0.59,-,56526,OSI01447,2,0.65
3882,766.57336,22.13,HMDB0008488,"['""PC(20:4(8Z', '11Z', '14Z', '17Z)/P-16:0)""']",1,C44H80NO7P,0.7,0.59,-,56526,OSI01447,2,0.66
3882,766.57336,22.13,HMDB0011220,"['""PC(P-16:0/20:4(5Z', '8Z', '11Z', '14Z))""']",1,C44H80NO7P,0.66,0.59,-,56526,OSI01447,2,0.65
3882,766.57336,22.13,HMDB0011221,"['""PC(P-16:0/20:4(8Z', '11Z', '14Z', '17Z))""']",1,C44H80NO7P,0.68,0.59,-,56526,OSI01447,2,0.66
3882,766.57336,22.13,HMDB0011247,"['""PC(P-18:0/18:4(6Z', '9Z', '12Z', '15Z))""']",1,C44H80NO7P,0.68,0.59,-,56526,OSI01447,2,0.66
3882,766.57336,22.13,HMDB0011278,"['""PC(P-18:1(11Z)/18:3(6Z', '9Z', '12Z))""']",1,C44H80NO7P,0.64,0.59,-,56526,OSI01447,2,0.65
3882,766.57336,22.13,HMDB0011279,"['""PC(P-18:1(11Z)/18:3(9Z', '12Z', '15Z))""']",1,C44H80NO7P,0.66,0.59,-,56526,OSI01447,2,0.65
3882,766.57336,22.13,HMDB0011311,"['""PC(P-18:1(9Z)/18:3(6Z', '9Z', '12Z))""']",1,C44H80NO7P,0.64,0.59,-,56526,OSI01447,2,0.65
3882,766.57336,22.13,HMDB0011312,"['""PC(P-18:1(9Z)/18:3(9Z', '12Z', '15Z))""']",1,C44H80NO7P,0.66,0.59,-,56526,OSI01447,2,0.65
3882,766.57336,22.13,HMDB0013415,"['""PC(O-16:1(9Z)/20:4(8Z', '11Z', '14Z', '17Z))""']",1,C44H80NO7P,0.63,0.59,-,56526,OSI01447,2,0.64
3882,766.57336,22.13,HMDB0039528,"['""PC(O-16:0/20:5(5Z', '8Z', '11Z', '14Z', '17Z))""']",1,C44H80NO7P,0.67,0.59,-,56526,OSI01447,2,0.66
3883,767.54047,22.624,-,-,-,-,-,-,-,56549,-,-,-
3884,767.83948,0.698,-,-,-,-,-,-,-,-1,-,-,-
3885,768.04462,22.312,-,-,-,-,-,-,-,-1,-,-,-
3886,768.04468,22.306,-,-,-,-,-,-,-,-1,-,-,-
3887,768.49023,22.682,-,-,-,-,-,-,-,-1,-,-,-
3888,768.5495,22.545,HMDB0007949,"['""PC(15:0/20:4(5Z', '8Z', '11Z', '14Z))""']",2,C43H78NO8P,0.51,0.29,-,56600,OSI00662,1,0.41
3888,768.5495,22.545,HMDB0007950,"['""PC(15:0/20:4(8Z', '11Z', '14Z', '17Z))""']",2,C43H78NO8P,0.52,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0008428,"['""PC(20:4(5Z', '8Z', '11Z', '14Z)/15:0)""']",2,C43H78NO8P,0.51,0.29,-,56600,OSI00662,1,0.41
3888,768.5495,22.545,HMDB0008461,"['""PC(20:4(8Z', '11Z', '14Z', '17Z)/15:0)""']",2,C43H78NO8P,0.52,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0008943,"['""PE(16:0/22:4(7Z', '10Z', '13Z', '16Z))""']",2,C43H78NO8P,0.53,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0008969,"['""PE(16:1(9Z)/20:3(8Z', '11Z', '14Z))""']",2,C43H78NO8P,0.51,0.29,-,56600,OSI00662,1,0.41
3888,768.5495,22.545,HMDB0009003,"['""PE(18:0/20:4(5Z', '8Z', '11Z', '14Z))""']",2,C43H78NO8P,0.53,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009004,"['""PE(18:0/20:4(8Z', '11Z', '14Z', '17Z))""']",2,C43H78NO8P,0.53,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009034,"['""PE(18:1(11Z)/20:3(5Z', '8Z', '11Z))""']",2,C43H78NO8P,0.52,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009035,"['""PE(18:1(11Z)/20:3(8Z', '11Z', '14Z))""']",2,C43H78NO8P,0.51,0.29,-,56600,OSI00662,1,0.41
3888,768.5495,22.545,HMDB0009067,"['""PE(18:1(9Z)/20:3(5Z', '8Z', '11Z))""']",2,C43H78NO8P,0.52,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009068,"['""PE(18:1(9Z)/20:3(8Z', '11Z', '14Z))""']",2,C43H78NO8P,0.51,0.29,-,56600,OSI00662,1,0.41
3888,768.5495,22.545,HMDB0009099,"['""PE(18:2(9Z', '12Z)/20:2(11Z', '14Z))""']",2,C43H78NO8P,0.51,0.29,-,56600,OSI00662,1,0.41
3888,768.5495,22.545,HMDB0009131,"['""PE(18:3(6Z', '9Z', '12Z)/20:1(11Z))""']",2,C43H78NO8P,0.51,0.29,-,56600,OSI00662,1,0.41
3888,768.5495,22.545,HMDB0009164,"['""PE(18:3(9Z', '12Z', '15Z)/20:1(11Z))""']",2,C43H78NO8P,0.53,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009196,"['""PE(18:4(6Z', '9Z', '12Z', '15Z)/20:0)""']",2,C43H78NO8P,0.53,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009228,"['""PE(20:0/18:4(6Z', '9Z', '12Z', '15Z))""']",2,C43H78NO8P,0.53,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009259,"['""PE(20:1(11Z)/18:3(6Z', '9Z', '12Z))""']",2,C43H78NO8P,0.51,0.29,-,56600,OSI00662,1,0.41
3888,768.5495,22.545,HMDB0009260,"['""PE(20:1(11Z)/18:3(9Z', '12Z', '15Z))""']",2,C43H78NO8P,0.53,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009291,"['""PE(20:2(11Z', '14Z)/18:2(9Z', '12Z))""']",2,C43H78NO8P,0.51,0.29,-,56600,OSI00662,1,0.41
3888,768.5495,22.545,HMDB0009322,"['""PE(20:3(5Z', '8Z', '11Z)/18:1(11Z))""']",2,C43H78NO8P,0.52,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009323,"['""PE(20:3(5Z', '8Z', '11Z)/18:1(9Z))""']",2,C43H78NO8P,0.52,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009355,"['""PE(20:3(8Z', '11Z', '14Z)/18:1(11Z))""']",2,C43H78NO8P,0.51,0.29,-,56600,OSI00662,1,0.41
3888,768.5495,22.545,HMDB0009356,"['""PE(20:3(8Z', '11Z', '14Z)/18:1(9Z))""']",2,C43H78NO8P,0.51,0.29,-,56600,OSI00662,1,0.41
3888,768.5495,22.545,HMDB0009387,"['""PE(20:4(5Z', '8Z', '11Z', '14Z)/18:0)""']",2,C43H78NO8P,0.53,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009420,"['""PE(20:4(8Z', '11Z', '14Z', '17Z)/18:0)""']",2,C43H78NO8P,0.53,0.29,-,56600,OSI00662,1,0.42
3888,768.5495,22.545,HMDB0009583,"['""PE(22:4(7Z', '10Z', '13Z', '16Z)/16:0)""']",2,C43H78NO8P,0.53,0.29,-,56600,OSI00662,1,0.42
3889,768.55042,23.675,HMDB0007949,"['""PC(15:0/20:4(5Z', '8Z', '11Z', '14Z))""']",1,C43H78NO8P,0.51,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0007950,"['""PC(15:0/20:4(8Z', '11Z', '14Z', '17Z))""']",1,C43H78NO8P,0.52,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0008428,"['""PC(20:4(5Z', '8Z', '11Z', '14Z)/15:0)""']",1,C43H78NO8P,0.51,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0008461,"['""PC(20:4(8Z', '11Z', '14Z', '17Z)/15:0)""']",1,C43H78NO8P,0.52,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0008943,"['""PE(16:0/22:4(7Z', '10Z', '13Z', '16Z))""']",1,C43H78NO8P,0.53,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0008969,"['""PE(16:1(9Z)/20:3(8Z', '11Z', '14Z))""']",1,C43H78NO8P,0.51,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009003,"['""PE(18:0/20:4(5Z', '8Z', '11Z', '14Z))""']",1,C43H78NO8P,0.53,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009004,"['""PE(18:0/20:4(8Z', '11Z', '14Z', '17Z))""']",1,C43H78NO8P,0.53,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009034,"['""PE(18:1(11Z)/20:3(5Z', '8Z', '11Z))""']",1,C43H78NO8P,0.52,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009035,"['""PE(18:1(11Z)/20:3(8Z', '11Z', '14Z))""']",1,C43H78NO8P,0.51,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009067,"['""PE(18:1(9Z)/20:3(5Z', '8Z', '11Z))""']",1,C43H78NO8P,0.52,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009068,"['""PE(18:1(9Z)/20:3(8Z', '11Z', '14Z))""']",1,C43H78NO8P,0.51,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009099,"['""PE(18:2(9Z', '12Z)/20:2(11Z', '14Z))""']",1,C43H78NO8P,0.51,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009131,"['""PE(18:3(6Z', '9Z', '12Z)/20:1(11Z))""']",1,C43H78NO8P,0.51,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009164,"['""PE(18:3(9Z', '12Z', '15Z)/20:1(11Z))""']",1,C43H78NO8P,0.53,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009196,"['""PE(18:4(6Z', '9Z', '12Z', '15Z)/20:0)""']",1,C43H78NO8P,0.53,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009228,"['""PE(20:0/18:4(6Z', '9Z', '12Z', '15Z))""']",1,C43H78NO8P,0.53,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009259,"['""PE(20:1(11Z)/18:3(6Z', '9Z', '12Z))""']",1,C43H78NO8P,0.51,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009260,"['""PE(20:1(11Z)/18:3(9Z', '12Z', '15Z))""']",1,C43H78NO8P,0.53,0.55,-,56603,OSI00662,1,0.48
3889,768.55042,23.675,HMDB0009291,"['""PE(20:2(11Z', '14Z)/18:2(9Z', '12Z))""']",1,C43H78NO8P,0.51,0.55,-,56603,OSI00662,1,0.48
