Index,m/z,RT [min],Molecular Weight,Calibration RT [min]
0,87.00875,0.789,88.01603,0.789
1,87.0095,0.59,88.0168,0.59
2,87.0475,1.3,88.0548,1.3
3,87.0476,0.82,88.0549,0.82
4,88.04039,1.002,89.04767,1.002
5,88.0404,0.787,89.04767,0.787
6,88.0407,0.776666667,89.048,0.776666667
7,88.98808,22.957,89.99536,22.957
8,89.02442,0.764,90.0317,0.764
9,89.0263,0.63,90.0336,0.63
10,89.0272,0.578333333,90.0345,0.578333333
11,89.0272,0.578333333,90.0345,0.578333333
12,91.04006,18.403,92.04734,18.403
13,91.04007,19.071,92.04735,19.071
14,92.93272,0.759,93.93999,0.759
15,93.0384,6.231666667,94.0457,6.231666667
16,94.0318,0.846666667,95.0391,0.846666667
17,94.0319,1.476666667,95.0392,1.476666667
18,94.92496,0.712,95.93224,0.712
19,94.92506,18.594,95.93234,18.594
20,96.90697,0.648,97.91424,0.648
21,96.96014,0.651,97.96741,0.651
22,96.96015,22.847,97.96743,22.847
23,96.96948,0.658,97.97676,0.658
24,96.96968,17.058,97.97696,17.058
25,96.98478,0.652,97.99206,0.652
26,96.98692,0.651,97.99419,0.651
27,97.08706,0.665,98.09434,0.665
28,97.97581,0.656,98.98309,0.656
29,99.9258,22.93,100.93308,22.93
30,100.98557,0.778,101.99285,0.778
31,100.98557,0.853,101.99285,0.853
32,101.0266,0.72,102.0339,0.72
33,101.0625,1.985,102.0698,1.985
34,101.063,1.091666667,102.0703,1.091666667
35,102.0203,0.66,103.0276,0.66
36,102.05595,0.672,103.06322,0.672
37,102.05596,0.791,103.06324,0.791
38,102.0592,0.638333333,103.0665,0.638333333
39,102.95686,0.765,103.96414,0.765
40,103.0037,22.952,104.01098,22.952
41,103.04005,0.838,104.04732,0.838
42,103.041,0.675,104.0483,0.675
43,103.041,0.675,104.0483,0.675
44,103.041,0.675,104.0483,0.675
45,103.042,0.561666667,104.0493,0.561666667
46,103.043,0.74,104.0503,0.74
47,104.03535,0.759,105.04262,0.759
48,105.0214,0.603333333,106.0287,0.603333333
49,105.0761,0.63,106.0834,0.63
50,105.0761,0.63,106.0834,0.63
51,107.0503,9.148333333,108.0576,9.148333333
52,108.0475,4.171666667,109.0548,4.171666667
53,109.0306,3.238333333,110.0379,3.238333333
54,109.04066,0.813,110.04794,0.813
55,110.0274,0.701666667,111.0347,0.701666667
56,110.0374,0.725,111.0447,0.725
57,110.97566,0.785,111.98294,0.785
58,111.00642,0.763,112.01369,0.763
59,111.0087,0.607,112.01597,0.607
60,111.0087,0.608,130.02654,0.608
61,111.01993,1.101,112.0272,1.101
62,111.01997,1.537,112.02724,1.537
63,111.0219,0.74,112.0292,0.74
64,112.05161,1.069,113.05888,1.069
65,112.0539,0.9,113.0612,0.9
66,112.98556,0.779,113.99283,0.779
67,112.98556,0.935,113.99283,0.935
68,113.02446,0.78,114.03174,0.78
69,113.02447,0.781,132.04231,0.781
70,113.098,17.6,114.1053,17.6
71,114.05598,0.825,115.06325,0.825
72,114.05602,0.824,133.07386,0.824
73,114.0584,0.64,115.0657,0.64
74,114.95443,0.757,115.96171,0.757
75,115.00122,22.932,116.0085,22.932
76,115.0032,0.61,116.0105,0.61
77,115.00367,0.667,116.01095,0.667
78,115.0062,0.6,116.0135,0.6
79,115.0407,0.756666667,116.048,0.756666667
80,115.0417,0.755,116.049,0.755
81,115.07636,6.918,116.08364,6.918
82,115.0777,4.291666667,116.085,4.291666667
83,115.079,4.498333333,116.0863,4.498333333
84,115.9207,22.893,116.92798,22.893
85,116.05054,4.126,117.05781,4.126
86,116.07161,1.076,117.07889,1.076
87,116.07162,0.928,117.0789,0.928
88,116.0727,0.741666667,117.08,0.741666667
89,116.073,0.783333333,117.0803,0.783333333
90,116.0733,0.721666667,117.0806,0.721666667
91,116.0733,0.721666667,117.0806,0.721666667
92,116.92855,22.935,117.93583,22.935
93,116.95953,0.875,117.96681,0.875
94,116.97254,0.761,117.97982,0.761
95,117.01924,0.632,118.02652,0.632
96,117.05568,1.066,118.06296,1.066
97,117.0561,0.756666667,118.0634,0.756666667
98,117.0577,0.79,118.065,0.79
99,117.0587,0.781666667,118.066,0.781666667
100,118.0506,0.706666667,119.0579,0.706666667
101,118.05099,0.768,119.05826,0.768
102,118.051,0.705,119.0583,0.705
103,118.94202,22.847,119.9493,22.847
104,118.95148,0.751,119.95875,0.751
105,118.9999,0.556666667,120.0072,0.556666667
106,119.0353,2.285,120.0426,2.285
107,119.05013,1.473,120.05741,1.473
108,119.05014,1.107,120.05742,1.107
109,119.051,17.91333333,120.0583,17.91333333
110,119.94701,0.738,120.95428,0.738
111,120.07559,4.059,121.08287,4.059
112,120.0771,4.01,121.0844,4.01
113,121.0306,1.868333333,122.0379,1.868333333
114,121.031,6.483333333,122.0383,6.483333333
115,121.068,11.16,122.0753,11.16
116,121.0686,4.38,122.0759,4.38
117,121.08189,4.06,122.08916,4.06
118,122.0274,2.771666667,123.0347,2.771666667
119,122.96758,0.867,141.98542,0.867
120,122.9676,0.781,123.97487,0.781
121,122.9676,0.86,123.97487,0.86
122,123.0439,7.266666667,124.0512,7.266666667
123,123.0466,8.386666667,124.0539,8.386666667
124,123.047,4.815,124.0543,4.815
125,123.0471,5.343333333,124.0544,5.343333333
126,123.0471,6.861666667,124.0544,6.861666667
127,124.00733,18.646,125.01461,18.646
128,124.0074,0.898,125.01468,0.898
129,124.00742,0.761,125.01469,0.761
130,124.0102,0.655,125.0175,0.655
131,124.0102,0.655,125.0175,0.655
132,125.00114,0.751,126.00841,0.751
133,125.0263,0.941666667,126.0336,0.941666667
134,125.03566,3.764,126.04294,3.764
135,125.0495,0.698333333,126.0568,0.698333333
136,126.06087,2.203,127.06814,2.203
137,126.9973,9.243333333,128.0046,9.243333333
138,126.9977,10.365,128.005,10.365
139,127.00136,0.773,128.00863,0.773
140,127.0154,0.698333333,128.0227,0.698333333
141,128.03316,0.763,129.04043,0.763
142,128.03529,0.672,129.04257,0.672
143,128.03532,0.793,129.0426,0.793
144,128.0369,0.755,129.0442,0.755
145,128.07167,1.066,129.07895,1.066
146,128.0738,0.808333333,129.0811,0.808333333
147,128.52728,0.606,129.53456,0.606
148,128.97015,0.758,129.97743,0.758
149,128.97253,0.766,129.97981,0.766
150,129.01701,0.761,130.02429,0.761
151,129.0179,0.62,130.0252,0.62
152,129.02,0.813333333,130.0273,0.813333333
153,129.0554,3.39,130.0627,3.39
154,129.05565,3.31,130.06293,3.31
155,129.05566,3.487,130.06294,3.487
156,129.0557,3.066666667,130.063,3.066666667
157,129.0564,2.78,130.0637,2.78
158,129.0571,3.323333333,130.0644,3.323333333
159,129.0571,3.323333333,130.0644,3.323333333
160,129.54074,0.808,130.54802,0.808
161,130.04782,1.011,131.0551,1.011
162,130.05095,0.817,131.05823,0.817
163,130.05096,0.656,131.05824,0.656
164,130.05096,0.684,131.05824,0.684
165,130.052,0.923333333,131.0593,0.923333333
166,130.0526,0.698333333,131.0599,0.698333333
167,130.0531,0.75,131.0604,0.75
168,130.0621,0.813,131.06938,0.813
169,130.0678,11.91,131.0751,11.91
170,130.08719,1.408,131.09447,1.408
171,130.08719,1.618,131.09447,1.618
172,130.0884,0.943333333,131.0957,0.943333333
173,130.0888,1.366666667,131.0961,1.366666667
174,130.089,1.286666667,131.0963,1.286666667
175,130.089,1.425,131.0963,1.425
176,130.089,1.425,131.0963,1.425
177,130.089,1.451666667,131.0963,1.451666667
178,130.089,1.508333333,131.0963,1.508333333
179,130.94418,22.904,131.95146,22.904
180,130.96956,0.764,131.97684,0.764
181,130.9752,22.953,131.98248,22.953
182,131.0352,0.52,132.0425,0.52
183,131.0368,0.6,132.0441,0.6
184,131.0477,0.655,132.055,0.655
185,131.0485,0.671666667,132.0558,0.671666667
186,131.05412,0.791,132.0614,0.791
187,131.05414,1.014,132.06141,1.014
188,131.0724,0.768333333,132.0797,0.768333333
189,131.0731,7.57,132.0804,7.57
190,131.08263,0.776,132.0899,0.776
191,131.0847,0.68,132.092,0.68
192,131.9834,0.753,132.99068,0.753
193,132.01244,1.003,133.01971,1.003
194,132.03018,0.672,133.03746,0.672
195,132.0315,0.58,133.0388,0.58
196,132.92058,0.736,133.92785,0.736
197,132.92061,0.692,133.92789,0.692
198,132.94629,0.676,133.95357,0.676
199,133.014,0.61,134.0213,0.61
200,133.01414,0.635,134.02142,0.635
201,133.01416,0.675,134.02144,0.675
202,133.01428,22.939,134.02156,22.939
203,133.0157,0.6,134.023,0.6
204,133.0157,0.6,134.023,0.6
205,133.0512,0.683333333,134.0585,0.683333333
206,133.106,1.577,134.11328,1.577
207,133.106,1.692,134.11328,1.692
208,134.04715,1.113,135.05443,1.113
209,134.04715,4.096,135.05443,4.096
210,134.04716,1.638,135.05444,1.638
211,134.0495,2.431666667,135.0568,2.431666667
212,134.06108,1.108,135.06836,1.108
213,134.0624,7.193333333,135.0697,7.193333333
214,134.89465,1.009,135.90193,1.009
215,134.89467,18.599,135.90195,18.599
216,134.92575,0.757,135.93303,0.757
217,135.02991,0.685,136.03718,0.685
218,135.02992,0.746,136.0372,0.746
219,135.0327,0.781666667,136.04,0.781666667
220,135.0372,8.76,136.0445,8.76
221,135.0466,3.996666667,136.0539,3.996666667
222,135.0466,3.996666667,136.0539,3.996666667
223,135.0583,4.225,136.0656,4.225
224,135.0588,5.591666667,136.0661,5.591666667
225,135.0664,0.74,136.0737,0.74
226,135.0828,13.08666667,136.0901,13.08666667
227,136.0476,0.851666667,137.0549,0.851666667
228,136.0787,3.238333333,137.086,3.238333333
229,136.0791,2.61,137.0864,2.61
230,136.91766,0.681,137.92494,0.681
231,136.94951,0.996,137.95679,0.996
232,136.96204,0.673,101.99264,0.673
233,136.9621,0.678,137.96937,0.678
234,137.0249,5.49,138.0322,5.49
235,137.0254,2.986666667,138.0327,2.986666667
236,137.0263,0.725,138.0336,0.725
237,137.0268,0.875,138.0341,0.875
238,137.0362,8.525,138.0435,8.525
239,137.037,7.063333333,138.0443,7.063333333
240,137.0374,6.318333333,138.0447,6.318333333
241,137.0631,5.558333333,138.0704,5.558333333
242,137.09715,11.208,138.10443,11.208
243,138.0207,4.396666667,139.028,4.396666667
244,138.0209,7.788333333,139.0282,7.788333333
245,138.0217,0.673333333,139.029,0.673333333
246,138.10362,8.63,139.1109,8.63
247,138.9798,0.588333333,139.9871,0.588333333
248,139.05133,0.85,140.05861,0.85
249,140.0127,0.553333333,141.02,0.553333333
250,140.03297,0.773,141.04025,0.773
251,140.0832,0.693333333,141.0905,0.693333333
252,140.91927,18.598,141.92654,18.598
253,140.91934,0.957,141.92662,0.957
254,140.91939,0.752,141.92666,0.752
255,140.91939,1.047,141.92666,1.047
256,140.91943,0.89,141.92671,0.89
257,140.93376,18.59,141.94104,18.59
258,140.93381,0.758,159.95165,0.758
259,140.96559,1.01,141.97287,1.01
260,141.0127,12.59666667,142.02,12.59666667
261,141.0193,0.548333333,142.0266,0.548333333
262,141.0324,0.636666667,142.0397,0.636666667
263,141.06693,0.81,142.0742,0.81
264,141.0926,8.863333333,142.0999,8.863333333
265,141.12854,15.054,142.13582,15.054
266,141.1298,20.18833333,142.1371,20.18833333
267,142.04858,0.806,143.05586,0.806
268,142.05092,2.864,143.0582,2.864
269,142.06616,4.127,143.07344,4.127
270,142.99617,0.78,144.00345,0.78
271,143.035,0.779,144.04228,0.779
272,143.04617,0.811,144.05345,0.811
273,143.0841,1.295,144.0914,1.295
274,143.1078,8.475,144.1151,8.475
275,143.91562,22.926,144.9229,22.926
276,144.0473,5.358333333,145.0546,5.358333333
277,144.06664,0.858,145.07391,0.858
278,144.103,8.095,145.11027,8.095
279,144.10301,3.595,145.11029,3.595
280,144.1047,0.74,145.112,0.74
281,144.96751,0.761,109.99811,0.761
282,144.97546,0.781,145.98274,0.781
283,144.97546,0.869,145.98274,0.869
284,145.01419,0.659,146.02147,0.659
285,145.0516,0.575,146.0589,0.575
286,145.052,0.671666667,146.0593,0.671666667
287,145.0525,0.61,146.0598,0.61
288,145.0637,0.69,146.071,0.69
289,145.0791,10.60166667,146.0864,10.60166667
290,145.99916,0.755,147.00644,0.755
291,146.0452,0.053333333,147.0525,0.053333333
292,146.0458,0.756666667,147.0531,0.756666667
293,146.04582,0.673,147.0531,0.673
294,146.04582,0.774,147.0531,0.774
295,146.0471,0.63,147.0544,0.63
296,146.0482,0.638333333,147.0555,0.638333333
297,146.0482,0.638333333,147.0555,0.638333333
298,146.0592,9.511666667,147.0665,9.511666667
299,146.08223,0.999,147.08951,0.999
300,146.09126,4.062,147.09854,4.062
301,146.98312,0.749,147.9904,0.749
302,147.01213,2.053,148.01941,2.053
303,147.029,0.511666667,148.0363,0.511666667
304,147.0311,0.548333333,148.0384,0.548333333
305,147.04515,3.292,148.05243,3.292
306,147.0455,5.08,148.0528,5.08
307,147.0678,0.72,148.0751,0.72
308,148.00742,0.859,149.01469,0.859
309,148.04039,1.45,149.04767,1.45
310,148.04369,1.263,149.05096,1.263
311,148.0437,1.204,149.05098,1.204
312,148.04375,1.103,149.05102,1.103
313,148.045,1.005,149.0523,1.005
314,148.0456,1.003333333,149.0529,1.003333333
315,148.05841,0.672,149.06569,0.672
316,148.0644,5.61,149.0717,5.61
317,148.07066,5.291,149.07794,5.291
318,148.07623,1.108,149.08351,1.108
319,148.077,2.691666667,167.0954,2.691666667
320,148.8945,0.742,149.90178,0.742
321,148.93105,1.285,149.93832,1.285
322,148.95244,1.29,149.95971,1.29
323,148.98611,1.287,149.99339,1.287
324,149.0082,0.6,150.0155,0.6
325,149.0252,2.31,150.0325,2.31
326,149.0255,0.511666667,150.0328,0.511666667
327,149.0264,2.376666667,150.0337,2.376666667
328,149.0333,0.72,150.0406,0.72
329,149.0593,0.63,150.0666,0.63
330,149.0625,6.59,150.0698,6.59
331,149.063,6.355,150.0703,6.355
332,149.06462,0.672,150.0719,0.672
333,149.0666,0.63,150.0739,0.63
334,149.07687,7.822,150.08415,7.822
335,149.0975,14.47,150.1048,14.47
336,150.01726,0.791,151.02453,0.791
337,150.0428,0.756666667,151.0501,0.756666667
338,150.0428,0.756666667,151.0501,0.756666667
339,150.05608,2.692,151.06335,2.692
340,150.057,4.088333333,151.0643,4.088333333
341,150.0571,4.773333333,151.0644,4.773333333
342,150.88667,0.71,151.89395,0.71
343,150.96252,22.992,151.9698,22.992
344,150.97775,0.675,151.98503,0.675
345,150.99895,0.766,152.00622,0.766
346,150.99895,0.769,170.01679,0.769
347,151.02614,1.057,152.03341,1.057
348,151.0279,0.768333333,152.0352,0.768333333
349,151.0378,1.148333333,152.0451,1.148333333
350,151.0409,3.491666667,152.0482,3.491666667
351,151.0409,12.455,152.0482,12.455
352,151.041,1.42,152.0483,1.42
353,151.0413,4.973333333,152.0486,4.973333333
354,151.0414,2.645,152.0487,2.645
355,151.0418,3.19,152.0491,3.19
356,151.0614,0.626666667,152.0687,0.626666667
357,151.062,0.635,152.0693,0.635
358,151.062,0.713333333,152.0693,0.713333333
359,151.062,0.713333333,152.0693,0.713333333
360,151.07639,13.259,152.08366,13.259
361,151.0774,11.71166667,152.0847,11.71166667
362,152.0026,0.638333333,153.0099,0.638333333
363,152.0358,0.738333333,153.0431,0.738333333
364,152.0362,1.55,153.0435,1.55
365,152.0369,0.82,153.0442,0.82
366,152.0373,0.931666667,153.0446,0.931666667
367,152.0374,1.226666667,153.0447,1.226666667
368,152.04417,0.811,153.05145,0.811
369,152.07645,3.237,153.08372,3.237
370,152.0768,2.771666667,153.0841,2.771666667
371,152.53456,0.598,307.08368,0.598
372,152.53462,0.607,153.5419,0.607
373,152.53464,0.81,153.54191,0.81
374,152.88368,0.706,153.89096,0.706
375,153.017,0.778,154.02427,0.778
376,153.0182,0.945,154.0255,0.945
377,153.0207,1.025,154.028,1.025
378,153.0209,0.671666667,154.0282,0.671666667
379,153.0546,4.966666667,154.0619,4.966666667
380,153.06702,0.805,172.08486,0.805
381,153.06702,0.858,154.07429,0.858
382,154.01231,0.765,155.01959,0.765
383,154.02773,0.748,155.035,0.748
384,154.04866,0.797,155.05594,0.797
385,154.06219,0.813,155.06947,0.813
386,154.0634,0.605,155.0707,0.605
387,154.0634,0.696666667,155.0707,0.696666667
388,154.09705,0.819,155.10432,0.819
389,154.92827,0.679,119.95887,0.679
390,154.92827,0.681,155.93555,0.681
391,154.9921,5.158333333,155.9994,5.158333333
392,155.0103,0.74,156.0176,0.74
393,155.0107,0.725,156.018,0.725
394,155.04622,1.104,156.0535,1.104
395,155.04628,0.798,174.06412,0.798
396,155.9874,2.61,156.9947,2.61
397,156.00687,0.772,175.02471,0.772
398,156.06422,0.91,157.0715,0.91
399,156.0662,2.94,157.0735,2.94
400,156.9077,0.759,157.91498,0.759
401,156.93948,1.014,157.94676,1.014
402,156.94307,1.006,157.95035,1.006
403,157.00868,0.762,158.01596,0.762
404,157.0268,0.638333333,158.0341,0.638333333
405,157.0361,0.7,158.0434,0.7
406,157.12329,11.195,158.13057,11.195
407,158.04355,0.772,159.05083,0.772
408,158.083,2.715,159.0903,2.715
409,158.1203,6.58,159.1276,6.58
410,158.93457,22.844,159.94185,22.844
411,158.94408,0.677,159.95135,0.677
412,158.94409,0.876,159.95137,0.876
413,158.9761,0.995,159.98338,0.995
414,159.0054,0.561666667,160.0127,0.561666667
415,159.08463,11.134,160.0919,11.134
416,159.09274,4.124,160.10002,4.124
417,160.04376,3.604,161.05104,3.604
418,160.06155,0.851,161.06883,0.851
419,160.06157,0.85,101.04772,0.85
420,160.0621,0.565,161.0694,0.565
421,160.063,0.63,161.0703,0.63
422,160.063,0.63,161.0703,0.63
423,160.9542,11.91166667,161.9615,11.91166667
424,160.9588,12.69833333,161.9661,12.69833333
425,161.0264,4.47,162.0337,4.47
426,161.0449,0.048333333,162.0522,0.048333333
427,161.0455,0.733333333,162.0528,0.733333333
428,161.04558,0.68,180.06342,0.68
429,161.04558,0.781,162.05285,0.781
430,161.0622,7.118333333,162.0695,7.118333333
431,161.0939,0.663333333,162.1012,0.663333333
432,161.99402,0.74,163.0013,0.74
433,162.02301,1.09,163.03029,1.09
434,162.0322,7.506666667,163.0395,7.506666667
435,162.0796,6.888333333,163.0869,6.888333333
436,162.90137,0.743,163.90864,0.743
437,162.95729,0.747,163.96457,0.747
438,162.96007,0.779,163.96734,0.779
439,162.96008,0.844,163.96736,0.844
440,163.0278,1.45,164.0351,1.45
441,163.04002,4.501,164.0473,4.501
442,163.04007,1.108,164.04735,1.108
443,163.04007,1.464,164.04735,1.464
444,163.0409,1.71,164.0482,1.71
445,163.0417,3.388333333,164.049,3.388333333
446,163.0767,8.413333333,164.084,8.413333333
447,163.08038,1.004,164.08766,1.004
448,163.11667,13.251,164.12395,13.251
449,163.11674,15.114,164.12402,15.114
450,163.11676,0.855,164.12404,0.855
451,163.11676,6.918,164.12404,6.918
452,163.52568,0.807,164.53296,0.807
453,163.89648,0.74,164.90376,0.74
454,164.03314,3.292,165.04042,3.292
455,164.03867,1.117,165.04594,1.117
456,164.0389,0.705,165.0462,0.705
457,164.0594,2.27,165.0667,2.27
458,164.07164,3.297,119.07344,3.297
459,164.07167,3.292,165.07895,3.292
460,164.0725,9.893333333,165.0798,9.893333333
461,164.0729,2.883333333,165.0802,2.883333333
462,164.0729,2.883333333,165.0802,2.883333333
463,164.08429,14.579,165.09157,14.579
464,164.1089,14.365,165.1162,14.365
465,164.11,3.306,165.11728,3.306
466,164.12407,4.061,165.13135,4.061
467,164.97809,0.788,183.99593,0.788
468,164.9781,0.858,183.99594,0.858
469,165.0192,4.433333333,166.0265,4.433333333
470,165.0196,0.59,166.0269,0.59
471,165.0198,0.836666667,166.0271,0.836666667
472,165.0202,0.655,166.0275,0.655
473,165.0422,2.353333333,166.0495,2.353333333
474,165.043,2.763333333,166.0503,2.763333333
475,165.0544,0.46,166.0617,0.46
476,165.05562,3.668,166.06289,3.668
477,165.0561,4.39,166.0634,4.39
478,165.0561,11.805,166.0634,11.805
479,165.0572,0.621666667,166.0645,0.621666667
480,165.0572,0.621666667,166.0645,0.621666667
481,165.0574,7.15,166.0647,7.15
482,165.0768,0.851,166.08407,0.851
483,165.07814,3.691,166.08542,3.691
484,165.89445,0.744,166.90173,0.744
485,166.00978,0.776,167.01706,0.776
486,166.0146,2.813333333,167.0219,2.813333333
487,166.015,0.566666667,167.0223,0.566666667
488,166.0166,3.411666667,167.0239,3.411666667
489,166.01788,0.834,167.02516,0.834
490,166.0299,0.72,167.0372,0.72
491,166.053,2.371666667,167.0603,2.371666667
492,166.0674,14.07666667,167.0747,14.07666667
493,166.86057,0.716,167.86784,0.716
494,166.94946,0.759,185.9673,0.759
495,166.9574,0.778,167.96467,0.778
496,166.9574,0.858,185.97524,0.858
497,166.9574,0.86,167.96467,0.86
498,166.95744,0.678,167.96472,0.678
499,166.9746,0.558333333,167.9819,0.558333333
500,167.0103,5.06,168.0176,5.06
501,167.0339,4.608333333,168.0412,4.608333333
502,167.04385,0.806,168.05113,0.806
503,167.0832,1.245,168.0905,1.245
504,167.1092,2.773333333,168.1165,2.773333333
505,168.0079,0.548333333,169.0152,0.548333333
506,168.02786,0.768,169.03514,0.768
507,168.0313,1.726666667,169.0386,1.726666667
508,168.06422,0.833,169.0715,0.833
509,168.06664,2.699,169.07391,2.699
510,168.0674,2.398333333,169.0747,2.398333333
511,168.0682,0.82,169.0755,0.82
512,168.0773,0.653333333,169.0846,0.653333333
513,168.0783,0.765,169.0856,0.765
514,168.0836,14.62333333,169.0909,14.62333333
515,168.93437,18.599,169.94165,18.599
516,168.99068,0.64,169.99795,0.64
517,168.9915,0.541666667,169.9988,0.541666667
518,169.0154,1.77,170.0227,1.77
519,169.0451,5.798333333,170.0524,5.798333333
520,169.06277,3.238,170.07005,3.238
521,169.0672,13.35833333,170.0745,13.35833333
522,169.08453,6.907,170.09181,6.907
523,169.103,3.24,170.11027,3.24
524,169.104,2.78,170.1113,2.78
525,169.12338,11.54,170.13066,11.54
526,169.14319,3.238,170.15047,3.238
527,169.49239,0.584,340.99932,0.584
528,169.49239,0.595,170.49966,0.595
529,170.90225,0.685,171.90953,0.685
530,171.0063,0.658,172.01358,0.658
531,171.00635,0.657,111.99249,0.657
532,171.0072,0.531666667,172.0145,0.531666667
533,171.0082,0.521666667,172.0155,0.521666667
534,171.0236,1.765,172.0309,1.765
535,171.0303,0.573333333,172.0376,0.573333333
536,171.06627,1.096,172.07355,1.096
537,171.1015,7.735,172.1088,7.735
538,171.10715,3.239,172.11442,3.239
539,171.11386,4.415,172.12114,4.415
540,171.13896,12.464,172.14624,12.464
541,171.13899,13.252,172.14627,13.252
542,171.1403,12.99666667,172.1476,12.99666667
543,171.91068,22.916,172.91795,22.916
544,172.01468,0.83,173.02196,0.83
545,172.02277,0.773,173.03004,0.773
546,172.0413,2.416666667,173.0486,2.416666667
547,172.0423,5.171666667,173.0496,5.171666667
548,172.05914,0.802,173.06642,0.802
549,172.098,5.575,173.1053,5.575
550,172.0983,4.388333333,173.1056,4.388333333
551,172.13426,11.874,173.14154,11.874
552,172.95016,22.841,173.95744,22.841
553,172.96001,0.76,173.96728,0.76
554,172.97676,1.029,173.98404,1.029
555,172.99139,3.51,173.99867,3.51
556,173.00681,0.762,174.01408,0.762
557,173.00903,0.617,174.01631,0.617
558,173.0095,0.455,174.0168,0.455
559,173.0247,10.72,174.032,10.72
560,173.0727,6.688333333,174.08,6.688333333
561,173.0821,0.756666667,174.0894,0.756666667
562,173.09311,0.854,174.10039,0.854
563,173.1044,0.787,174.11168,0.787
564,173.1051,0.68,174.1124,0.68
565,173.1057,0.665,174.113,0.665
566,173.11826,9.046,174.12553,9.046
567,174.03026,0.923,175.03753,0.923
568,174.04073,0.644,115.02687,0.644
569,174.04077,0.678,115.02692,0.678
570,174.04079,0.649,175.04806,0.649
571,174.0419,0.588333333,175.0492,0.588333333
572,174.0565,3.528333333,175.0638,3.528333333
573,174.06216,0.961,175.06944,0.961
574,174.94679,0.654,139.97739,0.654
575,175.0374,0.58,176.0447,0.58
576,175.04887,0.859,176.05615,0.859
577,175.04889,0.818,138.10028,0.818
578,175.04889,0.856,138.10028,0.856
579,175.04895,0.82,194.06679,0.82
580,175.0613,0.655,176.0686,0.655
581,175.0893,3.211666667,176.0966,3.211666667
582,176.0097,0.756,177.01698,0.756
583,176.0365,0.931666667,177.0438,0.931666667
584,176.03864,1.819,177.04591,1.819
585,176.03868,2.53,177.04596,2.53
586,176.04416,0.817,177.05144,0.817
587,176.0572,0.585,177.0645,0.585
588,176.87007,0.746,177.87735,0.746
589,176.91022,0.682,141.94082,0.682
590,176.9265,0.619,177.93378,0.619
591,176.93584,0.657,177.94311,0.657
592,176.93596,1.1,177.94324,1.1
593,176.94202,0.988,177.94929,0.988
594,176.97571,0.872,177.98298,0.872
595,176.9794,0.659,177.98668,0.659
596,177.0202,4.38,178.0275,4.38
597,177.0396,0.72,178.0469,0.72
598,177.0531,8.066666667,178.0604,8.066666667
599,177.13229,15.118,178.13957,15.118
600,177.13231,13.251,178.13959,13.251
601,178.01797,0.852,197.03582,0.852
602,178.0375,0.698333333,179.0448,0.698333333
603,178.07092,0.817,179.0782,0.817
604,178.0735,0.68,179.0808,0.68
605,178.0873,6.229,179.09457,6.229
606,178.9341,0.85,179.94137,0.85
607,179.0319,0.165,180.0392,0.165
608,179.03502,2.549,180.0423,2.549
609,179.0464,1.058333333,180.0537,1.058333333
610,179.0555,4.825,180.0628,4.825
611,179.0562,0.74,180.06347,0.74
612,179.0562,0.778,180.06347,0.778
613,179.0562,18.685,180.06347,18.685
614,179.05621,0.778,120.04236,0.778
615,179.0578,0.621666667,180.0651,0.621666667
616,179.0578,0.621666667,180.0651,0.621666667
617,179.0717,7.426666667,180.079,7.426666667
618,179.0723,12.14166667,180.0796,12.14166667
619,179.0763,9.27,180.0836,9.27
620,179.98932,0.773,199.00716,0.773
621,180.02284,1.11,181.03012,1.11
622,180.02553,0.774,181.0328,0.774
623,180.0349,0.713333333,181.0422,0.713333333
624,180.06654,1.457,181.07382,1.457
625,180.06659,1.11,181.07387,1.11
626,180.0669,0.923333333,181.0742,0.923333333
627,180.0676,1.18,181.0749,1.18
628,180.0676,1.18,181.0749,1.18
629,180.069,0.945,181.0763,0.945
630,180.11076,1.101,181.11804,1.101
631,180.11168,1.122,181.11896,1.122
632,180.92633,0.866,199.94417,0.866
633,180.92635,0.762,181.93362,0.762
634,180.92635,0.866,181.93362,0.866
635,180.95192,0.674,145.98252,0.674
636,180.952,0.886,181.95927,0.886
637,180.95805,0.985,181.96533,0.985
638,180.97322,0.785,199.99106,0.785
639,181.0379,0.976666667,182.0452,0.976666667
640,181.0502,5.835,182.0575,5.835
641,181.05061,1.253,182.05789,1.253
642,181.05063,1.336,182.05791,1.336
643,181.05063,1.432,182.05791,1.432
644,181.0514,9.25,182.0587,9.25
645,181.0515,0.941666667,182.0588,0.941666667
646,181.0618,13.02166667,182.0691,13.02166667
647,181.07188,0.782,122.05803,0.782
648,181.07191,0.781,182.07919,0.781
649,181.0721,0.69,182.0794,0.69
650,181.0725,0.715,182.0798,0.715
651,181.96613,0.738,182.9734,0.738
652,181.9918,2.663333333,182.9991,2.663333333
653,182.04602,3.987,183.0533,3.987
654,182.0462,3.01,183.0535,3.01
655,182.0758,0.69,183.0831,0.69
656,182.11864,7.281,183.12591,7.281
657,182.93127,0.874,183.93855,0.874
658,182.93132,0.866,201.94916,0.866
659,183.0275,0.853,184.03477,0.853
660,183.02754,0.77,184.03482,0.77
661,183.0303,0.523333333,184.0376,0.523333333
662,183.0306,0.64,184.0379,0.64
663,183.0307,4.673333333,184.038,4.673333333
664,183.13902,12.46,184.1463,12.46
665,183.1404,13.03,184.1477,13.03
666,183.97598,0.762,184.98326,0.762
